chromosome coordinate	FPKM
2:128267244-128269723	6.55939
4:146938405-146943539	45.652
1:264518236-264520273	1.21299
6:50910265-50915611	0.144471
10:11749518-11756094	16.5908
1:74266618-74279039	9.85476
2:227178428-227179030	0.0878593
1:118952205-118954383	1.52077
6:120132637-120136791	0.380651
1:108622014-108623771	1.82097
5:183615084-183618814	17.925
7:171930759-171936785	20.6283
4:84845625-84847387	3.68876
7:170961144-170979959	6.59348
2:202737580-202741651	3.00159
8:170123972-170129161	0
1:74263334-74264063	0
8:170119386-170121000	0.940987
8:170103716-170110904	0.124252
7:117097456-117099661	0.0457696
1:264522023-264524446	7.64465
1:237099419-237100442	0.136647
3:90427923-90429032	0.229263
10:4558224-4565057	14.5986
9:141930210-141934410	16.1033
8:170094713-170097223	0.126579
2:107286037-107288398	8.06116
4:235118237-235119794	0.272706
3:220745275-220753594	7.09396
4:188842726-188843226	2.01714
2:209584089-209610220	8.14372
4:95065904-95092865	0.0196511
9:74073200-74080426	4.88575
1:237087362-237092641	39.174
8:81468491-81468917	0.162211
8:4885772-4886406	0.0787934
9:74068978-74072763	4.71975
4:25635822-25641475	5.8117
2:182619405-182625522	0.0823148
8:4915967-4924817	63.5736
9:141935140-141941423	0.536194
7:170948242-170959424	10.7837
4:235825257-235826588	0.0569319
3:78716812-78717606	0.0576469
2:165667339-165680778	14.0597
4:163012751-163015535	0.954797
6:24608441-24612226	8.64343
7:103506100-103511006	4.65061
10:2794573-2800144	2.07624
9:98777727-98779013	19.8309
1:264528113-264530617	2.62587
6:142750999-142753570	0.301454
8:140697528-140699777	0.142121
6:18918308-18924726	0.581586
3:119173588-119175073	0.464027
8:120149427-120150492	0.645825
7:95695906-95696654	0.0899638
2:18350560-18351394	0.113745
3:220767490-220769553	9.63222
6:58697135-58698744	0.64645
3:18187427-18188276	0.10357
2:107282824-107284963	0.575731
7:95777218-95778373	0.154707
6:150023564-150024863	5.82009
10:2789477-2792565	3.23239
9:60464312-60466038	0.0261181
2:229603220-229603950	0
8:120153919-120155299	0.0326479
2:130750323-130750930	0.511708
6:117227067-117227630	47.7343
2:229606245-229613080	30.0398
6:100889433-100891507	0.030304
6:154989533-155009627	1.02432
4:240522538-240525859	2.79406
3:18183740-18184794	2.65939
2:176022367-176027358	0.114615
3:18178882-18183227	10.2841
7:43991171-43992475	0
6:35892951-35897803	5.87486
5:15516124-15517767	0
2:176022367-176027358	14.672
1:264528113-264530617	3.16741
1:264532885-264533717	16.4206
7:169836953-169839970	80.2104
4:235163241-235166429	50.5933
7:171536794-171538041	1.46837
9:154548797-154551471	5.67593
5:196017078-196023656	24.3136
4:151534064-151538889	34.8154
3:65284691-65286990	0.731046
10:144468741-144471037	12.4832
3:173795426-173798467	0.019637
1:88848896-88849748	3.61402
1:183557957-183561991	5.5388
8:70983594-70990718	0.597486
8:172872919-172886485	15.1028
5:63709506-63712092	84.634
6:154980692-154982171	0.0635768
5:93577990-93581790	3.89628
5:161626497-161629802	0.0412223
3:215946045-215948597	2.10201
9:154544226-154545597	765.766
4:152522064-152525308	3.43726
10:106062044-106068825	4.98227
4:3747748-3753205	6.16283
6:154971272-154974143	0.718252
8:66283520-66286695	0.376272
8:128481826-128484336	8.17516
3:209094739-209098102	2.84766
8:151348264-151349743	1.05724
10:25666748-25669406	13.7821
3:204125593-204131195	0.773699
3:11445050-11447808	0.626763
3:173804133-173804686	0.093518
1:250390135-250405638	0.0219825
7:164829921-164833174	7.24706
2:29352836-29358720	0.00957875
3:215937090-215938925	0.0195827
3:150169801-150173016	1.14929
3:215929237-215932695	4.00563
5:161671605-161671953	0.313737
7:164824656-164829482	5.4996
3:150168534-150169561	22.9799
5:107162231-107162436	47.631
1:117155138-117165321	2.5685
3:209126706-209130901	4.41067
4:3743701-3747151	4.75892
1:121297533-121299164	0.92072
7:169825076-169826249	0.102766
9:100740102-100741586	0.145535
4:43754562-43756591	16.7531
3:11441591-11442144	1.22617
6:156692838-156694835	0.0909662
5:201694268-201710797	0.133335
2:183184646-183185418	0.0938531
8:159448323-159452993	14.1731
5:201690930-201691434	0.140139
2:233746496-233750655	20.9323
1:280553276-280559838	0.296829
9:27224247-27229888	14.2908
7:128741872-128743726	1.07399
1:71580687-71587233	0.508307
3:209137271-209139596	9.97111
1:207183901-207184588	1.83415
1:207176665-207182370	1.36324
1:207168309-207172439	30.9092
3:58293667-58305532	25.7723
8:144588214-144595174	5.22831
1:233997473-234009065	24.4389
5:77456388-77457175	0.968424
10:103991783-103994312	5.29193
3:183265221-183266149	21.0758
7:49261125-49314262	21.091
6:14029761-14031462	0.151497
10:138692672-138695382	5.50856
10:118693517-118694204	0.217884
5:170956045-170973058	6.19147
10:7431387-7434735	0.0843356
6:134070306-134071984	5.04808
2:198510029-198513444	8.70758
7:29394011-29397111	4.83794
2:194113074-194115135	3.23271
2:233733036-233739306	25.536
5:29621965-29625374	6.64099
4:63821281-63827519	2.65117
10:86723702-86724156	0.330251
2:77799413-77800277	2.4408
1:268741963-268743802	1.35698
2:168017298-168017840	0.247787
2:224463081-224467568	0.0366168
6:162885274-162886617	0.40429
5:203201966-203207547	6.78092
5:98451601-98455240	0
1:49090943-49091860	0
6:148356365-148359238	0.186571
4:135554512-135557914	0.934378
6:162882093-162884481	35.8116
1:91749721-91752006	0.0334185
10:149547786-149558325	5.87683
7:133270553-133271948	0.0540902
7:164998582-165005496	4.91549
5:180370271-180373773	2.09109
5:3142366-3147608	2.60608
8:124433433-124434146	1.91174
2:115359418-115359910	0.178899
4:64775429-64779162	3.24234
3:88581557-88584021	0.0579577
5:125802057-125817596	43.8369
2:115368179-115368941	1.42988
8:36685590-36689811	5.33612
1:61012518-61018961	0.0165831
4:223519260-223521139	1.82917
7:19483441-19489140	1.3017
1:26119729-26127936	0.0442204
3:169715797-169719336	2.29639
6:164366994-164371384	1.09146
4:230556469-230569470	11.2969
10:39623081-39627688	0.0277105
1:262610138-262615251	8.93283
9:57719388-57723767	1.50564
4:151478037-151481556	1.46457
8:149504006-149504428	3.47687
1:26128330-26132305	0.0259068
5:157427942-157428479	0.110237
8:30127970-30129754	0.289577
5:203209068-203211615	2.90896
3:173015162-173022969	37.0415
6:164372221-164375563	56.3552
6:147643514-147650880	3.82453
1:281204206-281207219	3.21865
7:164991493-164995805	11.1943
3:169743492-169748167	4.19877
7:19490882-19495652	32.7984
4:226284423-226285475	0.403771
7:164987610-164991250	7.38588
3:63528277-63530840	54.9999
4:226266754-226268798	0.0829841
5:157462446-157468660	21.2091
5:203215179-203219061	53.5278
10:147448371-147451910	7.5177
7:28319272-28323150	1.24622
10:132953950-132960217	7.23678
8:116256180-116264791	24.7326
7:19496878-19500841	22.162
4:226266754-226268798	0.192263
7:150869618-150870449	2.0046
7:103580204-103582385	0.0164157
1:10088390-10089626	0.984828
8:157169356-157173476	2.86283
1:284004634-284007831	2.41
5:168857807-168858799	0.470246
10:68529957-68531119	0.889902
9:127187163-127189711	0.397211
3:160899179-160902573	4.22467
2:206948291-206955094	2.85407
9:7955851-7960474	15.0084
5:168861881-168867375	32.7562
7:150879185-150879435	46.7528
7:121988331-121988810	3.19383
7:150881126-150886816	2.95176
9:127180560-127181572	0.0500715
4:230588189-230592916	9.21698
1:59956282-59961191	14.4513
3:36465308-36469955	17.9017
6:110284195-110286053	5.2016
7:121981746-121986892	24.5696
9:12991631-12993953	2.0564
4:183656304-183662555	6.06001
5:168428377-168430248	0
8:155164535-155165232	0.16977
1:259380035-259382124	11.1022
6:110289079-110294074	18.4893
2:13298749-13300526	0.264238
2:211060029-211060794	0.351155
2:173459741-173461052	0.193206
7:131666257-131666547	4.55328
8:94697107-94698110	1.36155
9:108428287-108430108	3.49591
5:74042368-74050016	12.1588
10:29262978-29264032	0.319772
4:144528173-144528856	0.0675649
5:15461982-15464658	1.94805
5:215931788-215933036	27.2901
4:144500074-144524397	8.10476
8:15548386-15551947	52.9203
10:29269078-29270273	0.221973
5:213463239-213463650	0.934124
9:8642569-8642876	0.734317
10:29270566-29271622	3.76807
1:238426983-238428085	1.06986
2:15243137-15244211	0.0914404
7:13553166-13554919	1.70461
10:91359221-91360805	0.289997
1:254659294-254663896	12.0697
2:15245260-15247000	0.0826031
1:166766813-166770973	0.755667
5:142045818-142046459	33.262
2:193573288-193576552	21.7805
5:159164006-159167045	3.57969
10:71586256-71588467	0.013206
8:15520262-15520689	0.163031
1:166799683-166806560	0.485085
9:8649936-8652619	0.215442
1:238463703-238466430	2.06687
1:166808203-166810410	2.66015
9:8660026-8661399	0.144893
7:134283581-134285287	6.94698
10:124733498-124735461	0.0674479
6:72471451-72475049	0.0570491
10:51453196-51460654	15.7925
3:192222552-192234796	29.2032
1:284010030-284012767	19.9276
10:65616566-65620417	23.9983
1:117114679-117142745	3.06958
1:12309302-12316794	11.791
1:250184561-250200261	43.3275
1:78289320-78290405	14.4199
1:78209380-78210992	0.495005
6:72475877-72477402	0.158669
10:149029518-149031458	1.93123
2:114020952-114023630	4.31558
7:121978478-121979315	0.199816
6:72475877-72477402	0.311033
7:121947913-121951083	0.0292993
6:72479086-72479327	0.970632
1:254244309-254253315	0.0963321
5:169576838-169579921	7.0265
1:167327972-167334540	0.990346
2:7403014-7404538	0.236775
4:175375934-175380969	5.94436
6:142567300-142569532	0.592836
1:19489548-19492878	1.55503
2:177646905-177651736	34.2641
5:185381897-185382078	3.65157
3:192220447-192222352	47.9761
1:162407835-162422505	5.33219
1:253133192-253135475	1.95401
7:12346985-12349402	0.0130223
9:148792992-148793709	0.841549
1:145396727-145415230	5.50293
1:162394399-162396191	0.66149
1:162300175-162317673	0.104546
1:162266167-162271608	8.40695
1:292060150-292060686	0.313191
2:207032349-207038547	39.6898
5:74036392-74040852	3.16837
4:174901703-174907176	75.5877
1:278973082-278973283	6.07246
1:278991637-279008094	1.33361
7:9589349-9594916	11.7326
4:139521664-139527284	0.124345
1:82187886-82190028	0.209282
4:228346868-228347619	0.472997
9:567357-580418	7.11485
2:4159970-4163217	1.0124
2:133469917-133479658	0.122627
6:18646166-18647732	0.136218
3:171748814-171752467	8.4317
1:258439436-258446438	6.97923
6:86281900-86282589	1.21667
6:163090673-163099570	6.10377
8:876211-882478	5.39625
10:117474887-117476751	0.133602
4:4442537-4444358	0.360885
1:12590973-12591649	0.0692277
6:142500909-142523656	5.46334
4:197816768-197820277	0.559807
4:218538770-218540030	0.103118
4:147009717-147012275	1.08584
2:16928996-16929323	2.59669
3:11642741-11649787	82.0929
2:16938973-16948829	30.6498
5:124242906-124251611	1.67362
2:4163993-4167200	1.03335
10:91157933-91159590	0.0950314
1:71100726-71134500	0.057655
3:142252736-142262375	2.27307
2:177743296-177749138	1.08959
2:177749969-177751657	0.170757
2:4168045-4170467	3.14454
10:126019218-126020532	0.370873
2:207042514-207045139	2.3662
5:25904751-25915368	12.5539
9:110541966-110542314	0
5:93831589-93832728	2.5237
2:4171000-4173817	0.997757
1:118059757-118066864	0.609568
4:4478575-4480452	0.881389
7:168083210-168085415	1.05762
2:4174236-4178923	119.566
1:288853722-288855344	6.29751
10:126021116-126028652	16.4662
5:203221760-203225973	1.66434
3:142252736-142262375	0.505793
2:207047442-207050847	14.3914
3:81176152-81176856	51.5458
4:4477135-4477981	0.214091
3:81173712-81175440	57.8531
1:258447608-258448792	0.456318
2:139743421-139745283	0
3:177670901-177684978	14.055
10:72806488-72815643	6.77427
5:212090166-212103359	6.60188
2:26613075-26618367	25.497
5:197784767-197786610	13.4613
7:16909748-16912825	5.68308
7:168744977-168747272	20.3052
2:6896808-6898086	0.346823
5:212090166-212103359	2.53936
10:148570661-148572508	20.4132
3:11631146-11633499	23.5668
2:198318399-198322474	3.58586
2:16949461-16951239	0.195049
10:72803505-72805402	22.185
5:137927982-137937042	9.67738
3:11631146-11633499	9.44232
5:173388722-173390275	0
2:26607572-26609538	21.1351
4:234404604-234407558	0.756501
5:206302055-206306057	10.1924
10:89435090-89438493	3.61193
5:212048814-212049757	1.84808
3:150049273-150052250	1.60438
4:201635306-201637846	0.0284387
6:164377052-164379535	48.576
8:143696860-143704734	34.0517
1:280977780-280982264	1.35403
6:1537395-1541397	2.05519
2:175516689-175519184	1.23409
1:285219203-285229471	62.391
9:143889296-143892129	4.68191
7:4957278-4960849	9.91475
5:137429587-137454437	5.14748
4:34801010-34804419	0.341977
1:41552915-41553484	0.124492
5:152149622-152150451	3.00684
6:80696007-80703075	0.137224
1:231513884-231514850	0.107234
7:169330711-169335067	5.83414
2:218819092-218820071	26.3287
2:4571599-4572586	0.0961096
1:27771122-27774022	0.530308
4:9592703-9592969	1.19206
1:280977780-280982264	1.18209
8:172756063-172760063	5.26056
4:9589009-9592389	0.919411
2:30173594-30174321	0.737511
2:2018211-2019764	0.0786064
2:4578285-4579134	0.0509602
2:4579882-4585389	39.1495
4:222082984-222084001	0
1:280974313-280977248	35.1572
6:1535065-1537151	3.29829
2:230196418-230199531	0.387464
1:27775717-27778296	0.111785
3:41396921-41403996	17.1882
10:89541000-89547015	2.22592
7:139350783-139359026	33.1069
7:4964406-4965801	1.08231
4:234353549-234358548	2.9919
2:4186512-4190624	1.63287
6:164386819-164388653	86.8817
2:2034097-2037481	1.4277
1:27799308-27804433	7.15992
9:143894376-143897057	0.372399
1:187753618-187755711	0.0145479
8:107082671-107095186	7.54655
1:285209335-285219002	7.0593
1:5820281-5832868	6.12707
9:143894376-143897057	2.28225
7:139359547-139365401	115.789
2:214030286-214031270	0.194862
5:36058739-36071056	24.4703
8:47242690-47243779	0.0458681
9:143899659-143900483	3.23953
5:165736804-165746731	17.9499
2:214057815-214061278	29.4042
9:143899659-143900483	3.6863
2:209195757-209223851	1.35556
9:63169103-63170056	0
2:2040399-2047121	14.6005
4:80245953-80248329	0.21203
9:148910955-148911637	0.3652
6:1520434-1526631	6.19694
3:201013566-201015203	1.06303
2:2047919-2054192	0.992494
1:27861272-27868552	0
8:157665919-157671554	0.341759
5:66998968-67000184	2.21738
4:234328341-234339725	9.90411
1:240962674-240968281	21.8933
5:36058739-36071056	5.07501
1:27875410-27876213	0.252822
2:210788761-210793166	56.6384
7:15491455-15491713	0
1:296477859-296482170	8.53099
9:94896588-94899907	28.8263
1:240492925-240495834	9.23758
10:15393818-15397079	3.10163
2:9503021-9507292	12.8484
3:225301513-225308308	18.8494
5:54350990-54352010	0.133637
2:209634732-209646238	22.3141
4:151014531-151015995	0.068068
4:47942233-47944671	6.23987
1:285185060-285185603	0
7:91631073-91632327	27.9831
1:84538002-84543910	7.10735
9:22918675-22922208	2.44835
4:229537253-229540046	0.981727
1:63609650-63611181	9.22833
7:15478969-15480977	0.21082
8:79694402-79697693	3.67718
8:65749805-65752043	103.072
5:176108787-176110125	0.160892
4:138603042-138603565	2.69291
1:268442456-268442893	1.18589
2:11375321-11378130	36.9781
1:27880818-27881978	1.88031
4:138606433-138608505	0.029007
1:27882219-27882904	20.4198
4:138629974-138633768	0.0359152
5:176113845-176124468	4.82167
2:2047919-2054192	6.84982
1:63611561-63614575	10.337
6:159464251-159465528	9.86934
4:181629837-181630893	0.106585
1:27884940-27885484	0.705627
1:285166267-285167921	0.248823
5:64936865-64938228	0.1209
4:210389132-210391278	25.0321
1:27894899-27915908	7.61103
1:79761235-79762852	0.10255
1:191590746-191598187	5.21918
3:15228728-15235307	7.47843
2:2059807-2061992	9.83031
5:180424998-180428892	0.759264
4:210380309-210380628	0.366129
4:210329552-210332937	2.6186
2:210782446-210788632	6.55642
2:2067495-2067882	0.23381
2:2069640-2079602	4.5527
3:15228728-15235307	0.214591
7:139365705-139372990	8.02701
8:144367293-144375321	2.94711
10:132321489-132323266	0.0522206
1:63645309-63646802	0.0802695
2:11368231-11370419	1.80993
10:136103461-136105185	0.881072
8:57188424-57192344	2.35696
10:9076595-9082003	13.5862
9:94474142-94476046	18.745
2:179815968-179817296	3.44866
2:13189550-13190318	0.285174
6:126146578-126151827	34.9729
9:69173430-69184444	0.889724
4:210302498-210329212	2.2099
4:231045403-231067396	0.0554584
1:27916676-27918465	0.186898
2:2081847-2082630	0.276005
1:84293877-84300197	29.9873
3:130046920-130050285	1.34987
3:225311928-225312772	0.061377
1:4607184-4614592	27.615
10:132511509-132515292	8.48875
1:28641980-28643490	0.33603
9:69228422-69229047	0.873033
2:179803231-179806811	0.543174
10:300425-310885	16.4601
2:9500282-9502689	5.31141
5:64625579-64628249	0.0767992
10:148092129-148097913	10.9318
2:11366010-11367995	1.1989
3:194698142-194700110	0.132339
1:7243554-7263951	4.73789
5:212817972-212821590	1.11751
10:132507828-132511210	12.7744
3:219117644-219126756	0.0646054
2:191860486-191864149	0.242258
2:11364075-11365095	0.257398
2:11356639-11361985	6.66088
5:188966868-188969047	0.0893435
2:188050947-188055957	4.16981
7:118289458-118304724	6.43599
7:111731647-111734161	1.7942
1:89776094-89830534	2.97261
1:63353286-63361555	7.6153
5:171199128-171202922	6.83439
2:193618983-193622565	3.21239
10:20383351-20410044	7.56205
8:173797959-173800918	6.42513
6:64088896-64092238	5.10118
10:106597532-106597815	473.386
1:233564637-233565259	0.202167
9:115051952-115054630	3.8356
9:27433268-27441935	27.0555
3:217692784-217696057	61.8049
1:105816856-105834256	72.8396
4:207171997-207172679	0.840434
1:162585637-162595672	0.2494
5:20968484-20972673	3.75622
1:162585637-162595672	69.0032
10:40886456-40887981	0.833079
4:236184490-236205908	1.91506
6:126196881-126200071	108.667
9:100684091-100685375	0.0495223
10:143827123-143828559	0.774735
7:126488067-126489806	0.0546086
8:158355924-158356239	19.5241
10:122523103-122526469	2.25477
9:115055106-115060603	1.99992
2:188061827-188064431	3.11199
5:171175911-171177575	0.342858
6:64092652-64092886	6.30863
6:64094060-64097907	1.66807
4:236170882-236175159	7.60314
7:118307727-118308971	0.636412
6:64100657-64106183	1.29305
7:118310661-118312830	1.23104
7:157898153-157903107	42.0748
2:12195365-12200646	2.79048
8:4334665-4336859	0.929047
4:15582047-15584293	0.441359
8:13554390-13555376	197.292
6:105954284-105955174	75.1813
1:194558316-194559858	2.70198
4:178002019-178005354	1.23212
3:207616746-207621242	20.8913
4:188016404-188017485	0.26315
5:93617848-93618395	0.0840076
2:117504736-117513473	0.047086
10:89348681-89350910	1.12411
4:236167008-236170648	3.58304
2:62099153-62113990	30.6214
10:8353183-8353649	0.210753
7:172572293-172584351	24.9251
8:76331261-76332307	10.4117
4:123185030-123186547	2.27586
3:23493241-23495445	0.249043
2:42421021-42424072	1.22294
4:235497719-235498073	0.683301
7:155584541-155586999	1.70502
7:145913775-145916844	5.8899
3:140124294-140125490	5.44876
7:157894226-157897657	0
6:105443475-105443891	7.10276
10:88588527-88608857	3.284
7:142396099-142397912	5.13354
6:142254945-142258032	1.11062
6:162478915-162482520	4.8664
4:15586847-15587156	3.73075
2:17607192-17611259	0.2122
2:9314188-9318146	1.93762
7:174321700-174327269	1.00341
2:182658775-182660680	3.95135
2:58963127-58964411	0.0697062
3:140961294-140963936	0.102115
2:229130479-229132263	3.71041
1:162584708-162585429	0.178642
5:95617400-95631477	4.53907
1:109387173-109437074	8.79592
8:165936547-165939187	0.2655
3:140972342-140972894	0.366099
2:189965765-189971323	14.561
7:174327889-174328868	1.49301
2:229132328-229144149	2.69147
7:157098391-157101011	0.369388
3:140974804-140975681	1.78875
9:28039763-28046085	0.0320417
6:162486423-162491946	0.519225
6:155979310-155994089	31.3899
4:109523516-109528342	1.65516
6:100200185-100201443	70.036
1:153199827-153200193	9.01148
10:131231995-131241777	0.161099
3:223082359-223085880	0.723117
9:66904787-66924738	2.6697
4:13004957-13005552	0.0666122
6:106251282-106253155	0.605264
2:185647900-185651100	0.0206537
3:205371766-205372311	0.507712
5:196249839-196251589	2.24632
9:27950803-27954027	6.58061
1:266950012-266955592	11.4029
3:205363023-205364659	0.184821
1:195886207-195890515	9.53338
4:168829539-168833098	15.5448
7:23649046-23650305	2.84084
4:181870769-181873108	11.2134
1:266991583-266993120	8.79572
6:78831859-78838998	32.6306
1:166405899-166406495	0.710444
10:103998038-103998568	1.20083
9:89794089-89811007	34.9647
4:137567860-137591892	15.4575
3:167805772-167810538	11.1412
5:162754523-162760002	7.72729
8:99507477-99508758	0.0391491
2:146360098-146363612	2.29391
4:212893203-212894736	0.193864
2:31447411-31453856	8.38399
5:105644742-105781509	17.4897
1:2801079-2803977	72.2544
4:51564875-51568590	8.26382
4:109507603-109508373	0.174106
1:9122819-9125373	0.150174
9:5426251-5427125	0.583186
5:13038587-13043172	20.8161
3:167785854-167803095	1.82006
5:105782671-105839018	0.302973
1:43147984-43150905	0.26965
4:181884815-181889903	3.83942
6:142402197-142405405	2.01505
5:148304652-148307020	4.64151
1:43084553-43089338	4.58962
9:25821120-25825363	4.49482
1:189813994-189814781	0.294154
7:114354288-114358225	7.91236
3:223089119-223091094	96.1522
8:155361861-155362723	0.140262
5:204612182-204628810	3.02939
1:43133286-43136676	35.6312
6:100205306-100214671	15.8029
1:267000188-267002923	60.0923
7:155587411-155588653	24.6259
2:7290713-7293868	2.91605
5:33138293-33139567	0.930022
1:58048570-58059807	74.3403
3:198514231-198516529	0.0625556
3:223095791-223098775	14.7443
9:25815487-25818169	8.32768
9:27954140-27968809	0.460831
10:29873985-29885675	21.0711
3:198517883-198535509	2.33416
4:181897624-181898975	1.30962
1:42519508-42522612	0.437655
8:162236974-162239554	93.0621
1:265023533-265154204	0.353115
5:33171052-33173977	14.0945
3:133171209-133173285	4.4078
6:131211503-131215322	171.108
3:44106099-44107187	0.149615
6:146616068-146617318	0.0806102
4:68066015-68067387	1.03909
10:91480072-91501698	27.5183
1:24582983-24588491	8.83407
5:187084130-187088241	12.9451
9:81024973-81025697	0.88891
4:174777311-174780409	3.17939
4:162046740-162051712	26.7329
4:162854482-162862618	0.115237
5:209125294-209125908	0.0826552
5:37436195-37438578	2.63695
4:36860683-36863544	0.460413
4:36867053-36867798	13.4396
10:12430218-12433152	0.382179
9:93378611-93382170	12.4764
4:68067888-68069211	7.68796
4:36868827-36869085	9.24769
7:129747979-129750319	0.122223
5:76677056-76685854	58.5498
1:2793727-2800641	4.22458
1:33470701-33474591	0.139808
5:76677056-76685854	1.11305
3:179955102-179969917	1.73631
8:36757758-36758782	4.75861
1:176093107-176098219	20.389
9:25809148-25815038	1.22123
4:155763811-155764581	3.23338
2:236408642-236411957	1.8685
3:193585555-193587275	0.0212858
7:172823738-172825501	0.927752
4:162054687-162058019	13.6744
10:29873985-29885675	33.4232
1:113924049-113930147	0.31977
3:187609670-187611938	0.188563
10:34860339-34863327	0.0643911
1:183447692-183452321	8.20951
4:170966652-170971111	5.19716
1:267004021-267008402	33.948
1:207389666-207401062	1.05444
3:193588523-193589318	8.0986
3:217554217-217555145	4.9659
7:147416957-147417576	3.07084
6:85234037-85235346	5.66266
4:48342385-48347154	1.96722
2:40502578-40508183	14.7872
7:155588885-155591255	12.0457
10:34863795-34866003	0.0134699
10:34899536-34901260	0.0461105
6:134759311-134760378	0.118509
6:134766078-134767724	0.132481
1:183447692-183452321	1.75402
3:187602496-187604635	2.65217
9:132248665-132251004	0.871753
4:162075479-162081835	24.1059
1:241326263-241330352	0.422867
1:183482618-183483767	0.0432065
9:131256513-131258669	1.23739
8:101872863-101874331	0.0817527
1:241302408-241306196	0.85755
2:40502578-40508183	9.1376
1:96070335-96072144	0.152561
1:2786770-2787850	0.277811
3:198566640-198569108	0.282816
1:2783893-2786103	16.4291
1:189031356-189032919	0.0678154
9:114358085-114360527	0.0474671
4:180544937-180547308	25.5189
7:32952543-32999803	0.200491
8:92487005-92499794	4.17417
8:129496305-129498877	20.0568
1:231185016-231186869	0.619722
2:3942179-3945882	1.2446
4:238217694-238219838	7.16994
2:196218997-196222283	23.2
6:113154398-113159393	2.87603
2:206270317-206271135	3.59943
1:53340164-53346116	17.3036
8:134370591-134377931	2.51766
7:19320388-19347469	11.296
8:1370961-1374720	2.25527
1:43120332-43122426	1.31884
2:206256270-206260005	0.618812
4:238222375-238229214	15.6144
7:146240248-146245005	2.12605
8:72000450-72002945	0.0151577
4:33219664-33220145	6.03235
1:65086181-65088111	15.2046
7:33007299-33009101	19.7836
1:231180454-231183841	7.73514
2:197006659-197008154	0.314909
2:191691434-191692388	7.76179
1:249858214-249859585	0.156312
7:19349155-19355050	0
2:191699759-191702201	0.0376802
2:197009277-197010343	0.134908
7:12008566-12010429	1.49869
3:198578316-198581405	1.11196
2:16532569-16533829	1.76357
5:48384380-48390703	1.50039
10:115688375-115690374	5.18323
8:134378212-134378743	2.19288
6:144596359-144598543	1.00712
6:102745451-102755726	10.3952
2:164092360-164096111	10.7515
3:198588978-198593726	6.0158
2:110070212-110084478	1.41113
6:102740814-102742771	2.59591
3:99280213-99285639	3.90259
8:121435528-121437647	0.290973
10:142725778-142727140	1.56827
9:91041391-91045193	9.16609
1:75142182-75146044	19.8469
4:162519699-162522701	0.0692746
5:206437655-206437957	0.474316
6:117017736-117028578	14.179
2:80444661-80447911	1.85795
10:76586651-76588863	0.556834
2:143672209-143674292	1.64555
5:34292696-34292904	7.14073
1:14401355-14404605	1.56147
6:156525406-156525658	1.4443
7:89742218-89745442	0.0455517
10:142714713-142716740	8.38043
6:102732531-102733269	1.36314
5:34305142-34308829	17.2382
2:3935463-3938281	5.29187
4:211739175-211740000	0.448976
2:190871989-190872242	1.85509
2:25331060-25337078	0.241351
2:210034644-210060115	4.21388
10:76636683-76645749	38.2298
10:37338629-37340648	1.0458
10:37338629-37340648	0.469622
1:40644593-40649751	12.9184
6:159437487-159438613	1.27885
10:82099340-82102188	0.378699
4:231232098-231238996	24.539
8:121418737-121420850	0.026769
4:86500373-86504689	0.428474
3:183140724-183141345	0.079004
3:183119584-183121793	3.56793
3:45201059-45202615	1.69754
2:145566773-145567833	0.185973
8:146746366-146747665	9.69511
10:1945849-1947450	3.71619
1:253796236-253799897	103.516
1:75147438-75151689	0.415019
2:145574364-145575638	2.53867
5:48345346-48348215	164.959
10:1947552-1956889	6.54851
2:210032064-210033949	0.0576778
4:40157242-40157996	0.11447
2:145575753-145576872	0.242636
2:210028447-210031802	17.8185
5:35709681-35711264	7.70664
1:229476392-229496561	2.42811
1:253792927-253795422	2.16883
5:171518353-171521219	3.70315
1:195400125-195416505	23.9344
3:197721782-197724923	9.05394
2:136270633-136272495	1.49405
8:48088345-48135622	20.9373
7:108007979-108011772	1.60607
4:218998952-219053414	1.72995
5:171521949-171524350	4.96245
3:601681-603769	0.0347449
7:19582974-19593768	4.55016
6:102592592-102595546	0.490935
5:163112214-163119453	33.2803
1:43109843-43112305	2.25306
9:130524721-130526606	1.68283
10:121286517-121287745	0
7:2594084-2596624	0.424572
6:102596757-102601390	14.3138
5:216839573-216840285	2.38116
5:216834980-216838740	3.06262
3:132154768-132156292	0.0961069
9:130520972-130523519	27.9582
1:63150250-63157178	6.13698
5:56215095-56218883	5.26333
6:105591483-105598801	9.1776
1:207054989-207057183	0.0326409
6:102604223-102604526	0
7:2584957-2592679	2.82496
7:2584957-2592679	22.6456
8:170061869-170062790	1.29025
1:184284198-184287945	0.268435
4:151798066-151822537	3.17625
1:259406768-259408501	119.744
6:159845288-159856611	21.8135
1:228972024-228975901	0.146892
7:140712232-140715318	0.274781
5:3095644-3103371	2.10554
1:55738075-55741547	13.1271
5:184738343-184743896	0.227598
3:197718751-197721375	4.96522
1:30297522-30302047	0.681026
1:49406198-49416182	5.69155
2:210642191-210648209	2.50321
1:56575209-56577035	9.31089
5:72698735-72700934	9.88028
2:178716946-178725990	3.72028
5:34311189-34326314	10.5419
1:184288313-184289141	0.921819
3:197717129-197718439	4.33551
1:145051684-145052885	0.0606351
1:209789259-209825574	1.40894
1:30287162-30291034	0.0268582
4:232056299-232056936	36.942
2:210626929-210628337	0.0918433
2:210619916-210624121	0.541714
1:30256018-30259972	1.6071
