chromosome coordinate	FPKM
4:48634119-48635592	3.78124
1:295436900-295438003	0.241058
5:20050744-20098552	0.101626
6:141218398-141219399	0.103606
1:295421787-295428738	24.9305
6:167964380-167984745	3.13766
4:154624995-154627067	44.8621
7:25089775-25092351	4.26732
1:280087792-280097855	9.92702
1:62243698-62244030	1.04368
4:123330294-123336680	3.35274
8:135767117-135771902	3.76365
1:158452872-158453642	1.3345
3:17001627-17003958	2.738
9:81298580-81311026	15.0788
5:70082832-70086927	2.89259
1:62234386-62243455	14.0923
1:62231315-62231477	6.63106
3:105332704-105335713	3.48141
1:294633985-294636466	72.9578
8:79003714-79004902	0.322355
3:168695538-168839001	7.39742
3:194169751-194171618	0.387827
8:79005276-79011812	0.375836
6:44599195-44600217	1.72078
6:44583422-44598885	12.856
3:188072303-188072603	1.12182
6:69449361-69451390	0
6:167960125-167962671	0
6:116473710-116480643	18.2498
6:167956965-167959843	19.6489
5:70079398-70080998	0.610775
1:294636653-294644336	4.80518
3:21998291-21999516	0.322106
6:44583422-44598885	4.31648
8:1804341-1804938	0.169948
2:9413822-9416383	0
6:107753878-107757239	39.8822
8:1831036-1832437	1.95647
1:200470493-200479736	3.68264
1:200480446-200483616	303.579
4:125089611-125098586	48.2378
2:78496008-78501564	3.96349
6:168355069-168365572	5.27724
8:153259078-153263806	2.86243
6:94764862-94766077	0.445196
2:32257321-32262715	83.6908
2:32271623-32275214	1.72275
6:116796639-116798770	1.38771
9:109291126-109296673	17.2529
1:140960642-140962130	1.5423
8:1219604-1221909	2.56529
5:11904295-11908641	11.8453
8:71973973-71975654	0.120659
8:71976727-71986021	0.320194
1:32197281-32203359	26.5275
10:11310616-11312128	0
1:77032551-77033466	0.196432
5:11925081-11925880	4.50114
10:11314181-11316113	1.20693
5:11938643-11945870	7.15629
1:32158871-32167717	9.04247
4:190615468-190617651	0.09552
4:190620787-190622918	0.418999
2:52555776-52557605	0.362557
2:23948710-23953692	11.7339
1:32153435-32157170	2.25506
5:11962858-11963981	0.0758063
2:23927960-23945980	3.74566
5:11976532-11985465	0.0162182
6:164186774-164188605	1.07452
6:164197746-164205689	10.0227
6:155209596-155211853	3.94001
4:7015668-7018447	5.74299
3:88831799-88833460	0.162607
4:146134232-146136587	0.35666
6:155214055-155218448	14.141
6:155223873-155228850	0.630947
2:60272198-60277574	9.95061
10:77468964-77472127	0.173071
6:3192518-3195537	35.9049
6:101929000-101929859	0.329323
4:171520177-171523361	0.066759
5:15598536-15600806	0
4:34467628-34474170	8.95283
5:16217018-16221365	5.97904
10:99522490-99525216	0.553208
3:42542576-42550939	28.8289
3:205620316-205627763	160.939
4:72223165-72224030	0.587746
1:41535739-41540223	15.3849
8:111799985-111807525	233.125
8:147263456-147267409	112.691
6:155229425-155233937	0.206282
1:190189108-190190063	0.110789
10:99542286-99547985	31.4699
7:155613843-155614403	8.78745
4:171541016-171545903	1.57387
5:15598536-15600806	3.99069
7:35542109-35543964	1.985
4:195021911-195027657	12.3395
7:84488441-84561091	15.3117
6:101992117-101994910	0.0676767
4:195018550-195019884	1.47932
6:101995674-101996539	0.783066
4:37937146-37938763	80.3468
1:250068353-250069625	0.816976
6:115289929-115298874	46.4758
1:72600227-72602662	0
4:195014835-195015219	2.30138
1:250061760-250067450	19.4459
4:171546606-171550407	8.35666
4:195011154-195013057	7.58161
10:99551667-99557953	2.35277
7:164456635-164457479	95.5568
1:8447464-8451013	0.996045
5:209989101-209990073	81.5931
4:171554963-171560273	0.370681
6:155240008-155241412	5.04049
8:111823879-111830792	3.13111
3:223739196-223740961	3.25699
1:27379185-27384566	10.365
7:9368738-9372491	9.68577
2:221331508-221332807	17.2496
3:223741307-223745402	5.42193
8:142667601-142672558	10.1562
6:155243831-155248856	10.3566
7:165029758-165035600	5.95593
5:93924263-93924631	31.7375
3:223745567-223748792	2.584
3:223752737-223758515	0.991111
2:216416828-216433258	31.0051
8:122060822-122065139	4.02307
4:85667378-85668038	0.121507
3:223761141-223764256	0.692495
4:130904171-130908949	0.137587
3:180743995-180747165	2.99457
8:65046751-65049111	0.594296
8:122059196-122059782	2.40897
8:113211154-113229264	4.42145
9:128092522-128094870	0.141833
4:57673118-57678390	2.27314
1:269322347-269329351	0.951547
9:128098482-128103322	20.7242
9:19843643-19845040	1.05139
6:120485360-120485731	6.25528
9:128116569-128120953	1.02068
8:142294149-142298116	97.8353
9:128121879-128127627	0.235804
1:243484239-243485324	5.32796
5:177671676-177677646	3.92821
10:96125046-96129744	0.0206202
5:173990740-173991907	1.07328
6:79459101-79469316	37.1169
2:52496425-52503174	0.401031
3:116896348-116897492	0.26271
4:161396826-161408055	26.0548
1:229541263-229543163	1.31478
2:52494805-52495922	0.103893
3:116897665-116898578	3.44554
1:101777397-101779048	14.6345
10:96125046-96129744	0.149929
2:52460393-52467178	0.130213
3:214726316-214729573	1.00592
9:105866977-105867924	0.224738
3:186045671-186060991	2.10176
4:40006351-40010504	3.48419
7:84317974-84323311	0
9:88985395-88986632	0.100726
7:84287966-84288495	0.0903349
7:84280325-84281537	0.080769
3:214764045-214764558	0.228205
2:140601836-140604298	0.0216685
8:33871750-33890275	7.00901
7:155614506-155621593	2.16869
3:202035560-202040237	1.50791
7:167333819-167340329	29.6193
8:71277973-71282159	5.53253
10:118806842-118809569	1.01705
4:37593454-37596232	99.9489
2:108630217-108681539	72.7152
5:61000821-61004391	3.76408
9:80590731-80592263	0.08669
2:140633082-140638322	0.0252292
7:155614506-155621593	19.8819
10:118820325-118823694	1.58272
2:31824176-31830267	6.0728
1:132217847-132219970	4.69133
8:71282270-71288552	25.5259
4:161365939-161376882	1.7857
10:118828582-118838354	3.69536
5:60998090-61000359	14.6456
8:71291319-71292710	1.53364
7:167345457-167348491	2.43013
5:60989867-60995817	16.9044
10:91949794-91952066	0.193765
10:118838957-118841619	0.731061
10:91956236-91959657	0.96014
4:39133655-39133864	3.39669
2:112635027-112643280	2.45542
4:39090895-39097412	33.3783
5:60989867-60995817	13.2249
7:173175276-173182112	13.2603
4:224659436-224660512	9.35722
7:31657839-31658899	0.545356
2:165446614-165449581	0.0903648
2:227594473-227598371	0.0833372
8:22392430-22398070	7.65247
5:29271387-29279818	6.75677
7:22582816-22585620	2.13387
2:200745769-200752546	0.422067
3:9042242-9044511	0.820609
1:44326721-44331993	15.6985
8:153139095-153141043	6.40525
2:227594473-227598371	0.291582
3:9034927-9039723	11.8431
3:20534045-20534889	0.214999
7:176220538-176229847	17.0957
2:220142200-220144806	0.336658
2:200729930-200739520	5.91399
5:38752227-38809303	2.61959
10:118843011-118845162	0.809948
1:44335129-44339635	20.0524
5:29321626-29325204	18.8903
4:212314986-212321049	4.94118
9:155962675-155970577	0.467785
10:113394166-113395746	1.11907
7:173194134-173216721	135.718
10:97629054-97630447	0.886895
2:227540644-227542487	0.0187079
5:143972499-143974231	0.370985
4:185487455-185489897	0.108376
3:184849631-184852523	0.0498021
5:176821702-176822458	0.161273
5:161044230-161045760	0.0706589
3:13101530-13103292	0.664227
5:10414655-10418698	16.5076
2:75431335-75431797	1.31814
4:120433969-120435387	0.28835
7:176215219-176216920	0.927857
4:210751467-210752118	31.5599
3:155457170-155458057	123.984
4:39085600-39087931	22.3433
7:159577981-159580139	1.77251
1:205414157-205417331	0.137214
1:205414157-205417331	1.90815
1:166378545-166383176	8.16354
7:159582851-159583809	0.375077
7:159589351-159604788	1.54571
1:162788717-162789687	0.672379
1:205410477-205412879	2.95363
10:121235760-121236026	0
10:121222043-121223936	1.51141
10:121215442-121220827	0.262869
10:121215442-121220827	1.06229
1:205374340-205391494	38.3542
6:10106754-10108394	49.7568
7:13610538-13613605	7.16947
3:160013279-160017109	2.5247
2:176452223-176453091	0.605535
1:178105934-178185918	0
5:82957486-82958010	0.322184
1:178105934-178185918	0.0140694
5:82953052-82954943	0.161631
6:155249196-155253742	6.46777
4:217677372-217682311	1.96588
8:162041657-162044908	0.444753
2:167379916-167381479	0.127239
3:200133482-200137662	28.489
5:203313493-203315969	248.254
2:161597328-161609272	21.7022
6:121301553-121304054	0.820713
9:44480055-44486772	4.69526
3:151618576-151629113	4.26618
3:151630200-151633159	1.97221
6:96678650-96684463	60.3638
2:196898559-196907124	11.3287
7:119125465-119126562	1.95834
3:200130104-200133353	14.1184
8:145190786-145192369	8.25147
8:145196851-145197762	0.435944
2:19456966-19457319	5.83879
2:19458967-19461625	0.0773853
1:57479255-57483149	4.75875
6:96677376-96678335	0.383469
6:96672293-96676024	0.103947
1:57458589-57463611	11.4016
2:196872581-196876171	2.77949
1:87764815-87767125	1.73247
2:193207269-193210864	0
9:87131325-87135078	6.45973
5:98519133-98522607	2.52204
1:122263556-122264548	5.99613
3:172141147-172142882	3.83695
8:137062566-137116929	6.16488
2:215940691-215944209	27.3371
2:193202929-193205682	0.318705
8:76316288-76317529	20.3871
7:167819873-167822670	19.6022
6:94638826-94640628	0.0277398
2:193196450-193197595	0.228802
3:195105077-195126859	5.71012
2:193189597-193195103	0.0558607
4:178037798-178042552	9.91447
8:76319201-76324406	14.3182
1:246212871-246214406	0.223055
1:246218184-246220572	0.0788217
7:167822883-167824964	2.19102
9:835004-836879	0.525294
4:178042967-178044903	4.66718
4:178051984-178063510	3.03458
2:230519371-230525332	12.9637
2:190934768-190939263	11.2687
7:167835535-167839445	19.12
2:215763523-215766708	20.8333
1:102924931-102927689	1.67102
6:161214066-161218106	7.51654
1:146822409-146823472	6.26792
8:103454289-103460620	16.6709
3:124520244-124526124	0.0197439
4:56433760-56435534	2.33666
2:146296428-146300722	0.0131467
6:161218277-161224733	1.704
1:102948792-102950569	0.537018
7:63745923-63747904	0.510928
6:166897022-166899522	53.7856
10:66542712-66545408	36.4856
6:161225556-161229370	0.017844
1:146823647-146824436	1.92653
5:67715081-67736192	27.8453
6:166885736-166887580	3.91616
6:166882443-166885328	26.8707
6:161231385-161234113	59.6325
7:167840358-167844782	4.80606
2:214927576-214930424	24.8408
4:126621780-126636546	0.084715
4:105358486-105366911	0.193912
5:67672606-67674577	3.04241
4:126639498-126645191	0.548382
8:144870543-144880920	7.30518
5:202195257-202203949	42.7107
2:6858102-6887493	3.21054
7:111666001-111668186	0.0288784
3:199478616-199484783	1.7548
1:33267308-33270615	3.40914
10:5122181-5124287	0.541999
4:10163897-10165025	1.4036
2:182187050-182190811	0
3:186747682-186752601	8.4214
5:67668434-67672511	11.3808
3:13465240-13467448	28.2692
5:114740550-114771064	29.2548
7:111657694-111664819	2.29922
2:6853849-6856978	0.031672
2:213805090-213805869	1.72374
6:159176824-159177181	0.219463
6:159177479-159179985	0.0826306
3:199487345-199491489	2.48573
10:5113370-5115317	2.60629
6:159182868-159186895	8.19397
10:5109001-5110456	0.0505465
2:213815311-213816673	3.66682
10:5106839-5108497	0
2:211505500-211506067	0.216884
2:211495196-211503247	10.4138
7:111657694-111664819	7.3184
1:127558172-127560554	0.109321
2:211495196-211503247	57.6148
4:38821428-38825409	12.7993
1:275031308-275034076	9.76942
1:275027134-275030728	8.80817
5:5025277-5031831	17.0737
1:275008344-275009860	0.908189
1:274985379-274991947	45.5718
1:274979494-274981048	0.0225859
3:2210275-2218309	2.0408
10:101031428-101049182	7.22143
1:298271800-298273665	1.34662
3:210127247-210141445	14.7261
5:47972054-47975537	9.70826
6:126779718-126784379	41.736
10:60671089-60677525	0.18411
3:2218396-2221027	41.3231
10:140344784-140347607	18.7518
10:98799856-98801921	0.0924411
1:194013507-194021595	69.2682
5:27944756-27949513	20.7843
6:161241894-161243732	0.0760945
1:173092670-173093894	0.0591125
1:4997169-5002958	2.22591
3:2225930-2229502	0.0269927
1:5009413-5014052	2.28142
1:15268454-15269892	0.0475878
1:5029600-5031221	2.64909
3:125713561-125716322	4.09599
1:5045579-5047986	1.25131
2:51162718-51164738	1.46582
3:211947938-211950967	2.65856
9:132812861-132815054	10.4695
2:132259992-132260907	0.0851531
5:208379363-208382052	19.3581
9:155793123-155797446	3.2987
5:208367670-208376225	8.21537
5:208349355-208350976	0.364245
5:208344670-208345281	0.760567
5:208341564-208343539	3.11415
6:125345801-125346863	0.490444
6:125348679-125350897	1.99571
1:197385888-197388199	0.11907
5:187883850-187885442	0.491764
1:140716322-140720869	0.16136
8:64707036-64708414	0.069696
1:24404289-24408869	0.264966
8:171859754-171864024	0.194962
9:87359941-87361739	3.28633
8:171852175-171855863	11.0415
4:74233890-74235105	1.16787
5:179665535-179671459	2.39993
10:109718315-109726994	36.0453
2:87796432-87802932	31.9155
4:129532797-129535825	36.6217
4:141279401-141280419	1.33119
5:5347273-5348906	0.540925
1:279286531-279287013	0.328892
10:109709962-109713903	10.311
3:201684715-201689800	18.2975
1:279298333-279303602	0.0912711
10:109703209-109707863	2.59295
6:156018259-156022683	5.80465
6:104494542-104508487	21.9057
2:225647691-225652047	1.49788
5:142471739-142474727	17.6999
1:293807093-293808755	1.95704
9:143763117-143763765	0.168504
9:143798091-143804346	21.0633
1:293812114-293813051	0.0321507
3:19165508-19167143	0.239344
10:101360841-101366143	28.8395
9:143805189-143808292	1.76164
2:190024247-190025864	1.95416
5:144888444-144889692	3.09162
4:190829434-190832294	7.16372
5:149084313-149087123	0.50788
9:14465250-14466897	0.0333204
4:121750363-121753629	0.248764
5:44985463-44998858	6.52155
2:190074652-190078415	0.197011
7:22626675-22628952	7.57635
5:187762207-187763141	6.70994
3:229308914-229310895	0.630265
3:204661126-204664216	2.39944
2:190083637-190087587	4.36341
3:204661126-204664216	0.444736
3:204643908-204645969	0.43153
3:204627418-204629992	0.615251
5:1077126-1079935	0.955911
6:26300424-26301180	0.257893
6:119395031-119397840	0.39746
9:126999710-127003525	16.3576
4:145705891-145707108	0.267472
9:11152129-11153330	0.163489
1:225244637-225258547	14.1057
5:122132182-122240965	0.0373884
1:107883421-107894223	11.174
1:195556983-195561667	1.78713
2:216238951-216245629	0.0464046
9:11123413-11135490	7.44997
4:18910818-18917109	0.951026
8:84408142-84414040	0.154977
5:2538506-2539625	0.0684707
3:216345170-216353704	27.5986
4:18809216-18815417	34.0171
5:2536180-2538192	7.86738
5:2521934-2524035	5.41911
10:130203764-130207911	1.28168
5:2512930-2513595	0.079475
2:54669593-54669863	1.68576
10:52748980-52749955	0.125678
9:85229904-85233515	4.66772
3:218347432-218362679	9.6822
4:134621926-134626199	47.289
2:24735300-24738210	0.30837
1:104938386-104939713	1.17521
2:114248476-114254448	10.145
1:39036063-39039903	0.175006
5:208281602-208283011	1.22725
5:208269529-208280898	14.5202
5:208261479-208263037	17.3073
1:39043377-39051301	365.706
4:148373573-148374101	0.130865
5:96354713-96362409	11.313
4:83173192-83174639	0
5:158811515-158818914	16.0066
10:13337255-13341548	5.44446
1:292137172-292150040	9.88338
7:71155987-71177526	136.467
1:39052435-39057937	15.1686
5:158822233-158824128	0.5104
5:96409614-96410587	0.048117
1:117431767-117434010	3.4555
7:41330521-41333678	36.0521
6:33872541-33874183	0.0384964
5:147531260-147532108	0.330156
7:117235762-117243088	1.01833
5:147534907-147535834	0.0462355
5:147539130-147542508	1.05532
7:117260749-117261602	0.207437
5:96431178-96432606	0.0816761
6:165162157-165164637	1.0769
1:39059858-39066480	13.2625
6:165151947-165157662	88.7799
8:173804812-173806757	23.8534
1:39067580-39073248	19.0311
1:100582508-100597087	5.19815
4:128593693-128604254	16.3597
6:165131592-165137461	14.644
9:16727714-16731614	13.257
1:52090371-52092668	1.59957
10:129967982-129970444	7.0402
7:71734323-71736308	0.691476
4:128604516-128604774	124.684
6:165124998-165130328	0.84566
1:39110589-39113895	8.93713
2:223251616-223252351	0.129574
7:25691336-25692187	0.0826612
2:5214056-5215827	1.31154
2:1564791-1568723	8.95673
4:143376934-143381141	9.11967
1:75130580-75131242	0.369139
8:98399981-98426190	32.1755
1:214111609-214117150	2.77475
5:195401850-195404340	8.41612
5:196549477-196557071	18.4542
7:168251111-168255445	87.0917
1:301252425-301259088	0.0900471
2:5229653-5233677	2.84044
8:135141771-135142533	1.70902
5:9659642-9662559	0.912366
7:87511477-87515417	0.213235
2:95420146-95420487	1.41523
5:9646427-9651099	0.541631
5:9624053-9629535	0.0231835
2:1562818-1564056	0
6:154681592-154689855	0.832079
3:137228193-137233945	27.8095
3:137146072-137148644	14.302
2:1553286-1562260	6.58774
5:178737670-178738620	3.34262
8:137303251-137303946	3.75589
8:116200064-116201089	0.215949
3:48704394-48707756	7.26612
9:95739337-95742689	0.059317
1:229095062-229107034	0.164872
7:116277314-116279156	0.0346739
4:5167196-5172399	24.127
3:33349025-33350459	0.107508
1:229108485-229121832	14.8287
7:116285613-116288886	18.3261
8:161184843-161186908	0.0628638
2:32763252-32786357	6.65635
7:47353021-47354176	0.188573
7:47354216-47356478	18.2883
3:81248549-81252191	0.0181657
3:173520270-173521619	0.871162
3:127613322-127614912	0.156378
9:15601206-15609935	3.78593
3:133994295-133995315	0.0459516
1:212309131-212309794	1.38481
9:8414166-8417026	2.04056
3:59992708-59994900	0.718152
3:128934003-128935724	2.95194
1:40725929-40729127	6.3424
1:188181862-188185970	0.18991
7:144241247-144253050	5.55304
6:132760745-132763409	40.1783
1:212287663-212305641	8.81151
2:44243802-44244272	0
3:60012522-60026394	6.44254
9:8417512-8419096	5.93482
2:44260728-44262323	0.407684
3:212501261-212503692	0.3342
7:168103565-168106685	4.00774
8:149981861-149984439	0.10344
2:44262631-44265270	3.73227
5:69283152-69286206	9.05662
1:188169373-188172490	3.76006
8:119719002-119722507	12.667
2:44274678-44276416	0.148555
8:119734912-119740886	5.90162
8:119743636-119745787	8.92686
2:81634694-81674280	14.5758
7:10165496-10166683	0
6:122544823-122552803	18.9142
5:185316384-185316593	2.79992
5:208934762-208936381	1.34018
3:19783985-19800783	2.65441
3:19826973-19828196	34.3514
5:208954120-208957200	0.227563
8:159957158-159961745	5.40296
5:208957883-208961357	1.76553
5:208961614-208962712	0.963
6:122544823-122552803	20.5454
4:160670360-160672112	0.0220891
3:25490041-25491489	0.380026
10:24784256-24788233	5.49544
5:13615569-13622123	5.02462
1:192730985-192732596	0.0813329
5:13608603-13613396	6.60822
6:110819125-110820760	12.4938
1:213097241-213099953	20.0729
4:219514758-219524892	4.13488
9:118825229-118825766	0.207519
2:196510847-196511768	0.63251
1:213095234-213096735	58.7589
2:154493185-154498095	1.34797
6:32960979-32970117	17.1472
2:184103713-184107235	12.3483
9:139544061-139548675	7.92859
3:155960409-155963163	0.286839
5:152431596-152440850	16.3821
7:132064764-132074425	34.4643
1:290394995-290396226	0.505488
3:45562369-45576619	3.64272
1:180302403-180304056	0.133655
7:112875598-112877310	4.39819
5:168392808-168393503	0.369192
1:180306605-180308510	17.1729
1:38124979-38130704	41.6797
1:213089583-213091865	0.671754
8:49023136-49024376	0.530056
5:168393935-168404664	0.264968
7:132057406-132064668	0.950131
3:155956187-155960323	6.58908
2:163317826-163320224	0.953015
5:168393935-168404664	0.982918
1:290392515-290394307	0.217799
5:168417852-168418680	12.2464
5:168420141-168423365	20.5777
7:112875598-112877310	0.977307
5:15323677-15328604	15.35
5:168420141-168423365	1.30292
5:152403163-152406428	6.0724
2:108362712-108364310	3.74171
7:54215082-54215666	1.78095
4:239208326-239212408	1.79041
1:38120359-38124242	10.2317
1:92784601-92788875	0.701156
9:78621552-78625626	0.931277
6:86773350-86783757	16.09
5:75896625-75897183	0.258282
5:22626301-22629435	2.12502
5:48759524-48764155	5.63471
8:109537426-109538874	0
4:23072676-23073463	1.58297
5:77705770-77707063	0.218346
6:149942001-149944565	44.7997
1:1779987-1782907	0.0545834
7:170349784-170370184	3.05289
4:145360140-145376885	8.60192
4:181720657-181724139	0.190175
1:1787685-1789666	2.80511
4:181725007-181727763	17.8094
1:190810584-190811838	0.0542406
7:43322781-43329770	4.75331
6:93490895-93493178	0.622308
7:150659400-150662789	33.0399
7:123082455-123085145	15.7312
10:1253829-1254153	0.528158
5:204062210-204065565	0.267453
8:108168499-108173842	4.55725
10:144192015-144193681	0.0734818
3:36217072-36226741	14.7091
9:133546129-133551329	1.57561
6:93493645-93495861	1.51323
5:15329298-15332528	4.19355
3:181216970-181218023	0.144617
6:65490774-65492414	0
6:93496824-93502006	11.954
10:144194681-144199342	1.48248
9:133546129-133551329	1.44735
6:65495474-65496204	0.242164
6:65499450-65499773	522.925
5:204066654-204071094	35.7177
4:166297388-166301102	0.0570486
4:166243311-166245736	3.03911
9:112885561-112888311	0.277458
1:29151673-29157313	25.9271
8:20306603-20310079	2.37223
5:211270628-211271651	18.166
4:11643113-11643289	29.736
7:150972173-150977459	1.78936
3:202365723-202381552	0.297971
9:155579839-155580832	0
8:56877257-56882104	0.423404
2:177009399-177010384	1.97381
2:48615302-48618280	3.58796
4:11644098-11647130	0.0287512
5:203151303-203152333	0.231537
9:155584712-155586017	0.380916
3:202362836-202365659	150.331
4:216688057-216689724	0.0451901
7:120001053-120002508	0.0977458
9:155586842-155587852	0.131482
2:16398789-16402308	0.338364
9:155596297-155597233	3.89454
2:16450272-16472826	18.739
2:48601097-48603038	0.151837
2:48588015-48592587	1.82311
7:45170506-45171437	0
6:53916989-53917777	0.32378
8:57783218-57784287	0.0332291
4:230189570-230193924	15.3371
8:25641157-25644313	0.908516
4:172834861-172837214	0.287723
4:141411920-141418975	2.23899
4:38287392-38289776	1.22967
4:172831530-172833992	0.107381
2:117733988-117734742	0
5:55393004-55395854	46.7075
4:38292023-38298394	14.0521
7:144503209-144506259	1.31113
7:144488046-144492540	1.1806
5:55422739-55423879	0.888041
5:55431017-55435275	0.325692
2:211584402-211586671	0.10218
8:118401122-118402532	3.51416
3:130373683-130374882	1.14416
6:155173949-155175125	4.70691
6:33463934-33464524	0.189341
3:205139928-205144770	23.8391
1:270889817-270890868	24.2785
1:140918674-140920524	0.154202
7:144657373-144661929	11.192
3:195644500-195658613	16.7458
2:185170411-185177602	3.99401
5:164069496-164070462	0
5:55215116-55232888	17.9994
6:139534742-139535469	0.149377
5:206742031-206743244	0.382888
2:12918873-12923090	0.0666793
5:206743461-206745010	0.174137
3:195644500-195658613	0.0303812
3:147591042-147598482	3.13209
1:82578862-82582627	9.34555
5:55209488-55210437	2.50951
2:12897469-12907861	7.89515
7:27656852-27657431	1.5867
7:144656552-144657040	0.223543
3:195670547-195673406	0.0261648
2:19199594-19200656	0.133571
8:97552113-97553490	0.0588222
2:197623495-197625443	241.744
2:135017875-135044554	4.31275
3:195697765-195701140	13.0338
1:82574795-82577446	10.8471
6:103986648-103989006	0.186055
3:195750468-195751551	1.74968
2:19237524-19239152	0.321949
7:33519579-33524083	2.17011
8:167083973-167087579	4.81827
2:19264741-19267211	8.61619
6:79691295-79692469	0.166129
8:145795094-145802851	17.8013
2:112855819-112864281	27.7538
1:47898857-47901226	6.56598
7:10651270-10653006	9.26445
3:45444033-45445703	0.0733961
2:170456158-170457579	4.11117
7:10663095-10665446	0.0386353
7:10694108-10698145	11.1912
4:105179812-105180991	53.7998
7:99205707-99206630	2.21489
5:11590628-11592307	3.00578
7:39503886-39510076	36.8216
8:75985661-75990565	2.4949
9:118243873-118245643	0.194212
9:138771754-138777249	36.591
4:185645422-185645732	1.40597
4:185653178-185654761	0.0350291
5:11596741-11600244	2.48019
8:118868857-118874087	2.2757
9:138763993-138765008	0.255531
3:45430526-45434085	1.00015
9:138759621-138763332	4.97168
5:165655604-165660961	0.122213
8:118877961-118879384	0.0733909
9:138755542-138759491	25.171
9:133101281-133105223	2.51177
9:138752305-138754760	3.05379
9:138747437-138747973	0.159012
6:100084225-100087773	0.157126
1:240766112-240767264	0.34114
1:240783353-240787496	0.305853
8:134905057-134910463	31.7882
3:17182874-17186450	3.94983
6:97610090-97628131	1.88839
1:21567963-21568863	14.8533
1:87622521-87627429	2.60308
5:27053182-27059303	3.39735
10:71404513-71406227	0.0643074
7:125404097-125409021	3.81562
6:97631101-97634957	16.8235
3:17182874-17186450	1.33794
7:125379415-125381239	10.2032
3:17174610-17176027	4.68349
9:95516240-95517683	0.560587
6:97650058-97650550	0.236125
4:142153472-142160815	23.9437
10:135910598-135912870	2.9081
6:140312648-140313648	3.82402
5:167664331-167671977	7.54654
8:118892882-118894148	6.74361
4:142163021-142165773	6.82112
6:140290310-140311511	4.04738
9:53925255-53926800	0
9:53917619-53919164	0.0655125
3:19182523-19183183	0.155964
5:189820638-189827796	33.7223
1:79995736-80000598	1.96988
2:146019374-146033086	7.97401
6:156438580-156444221	5.49291
6:134852902-134858414	120.303
3:23683343-23685084	0.037737
2:210890441-210898276	0.0210985
1:14804661-14809417	3.27521
8:61386640-61389788	12.7459
6:134858992-134859531	92.8156
2:146049602-146052033	0.548401
2:158941563-158943462	2.00209
5:142710238-142711899	2.06774
1:14850870-14853754	0.377427
3:23689141-23691440	0.125011
6:119876152-119878032	0.332513
1:229603087-229609010	0.488518
1:14858515-14863230	3.50706
3:194739181-194740582	1.48819
1:14894389-14899485	4.28472
4:88462773-88464833	0.994904
4:88457611-88458475	0.281819
2:212528215-212532876	5.21567
6:119862762-119864524	1.85949
5:189770657-189775203	16.8889
6:119855347-119858902	91.2591
2:212517056-212527477	24.3313
1:14922353-14927646	1.77746
5:142710238-142711899	2.35998
5:189764161-189765024	3.81614
1:266058991-266059188	2.62868
1:14940656-14943335	29.6683
4:22980860-22984432	0.071158
4:95679251-95683955	4.64636
4:24085991-24091476	0.01145
8:119493866-119494920	10.78
8:46220284-46221405	0
8:124208873-124213413	0.838309
1:359692-361513	0.0967359
7:144529414-144533593	0
8:17066050-17071072	0.212738
1:250957321-250974988	0.146686
5:27587870-27589545	1.65488
5:27592258-27593151	6.77147
3:121666463-121668203	0.663834
9:145891560-145893839	0.0203674
9:124028025-124032175	4.09537
7:15273699-15274290	0.142078
7:15276202-15282965	41.2169
9:145899028-145913554	6.29456
3:121660215-121661433	0.139704
1:250957321-250974988	0.721484
9:124034243-124040497	17.6001
10:26483170-26483907	5.79831
9:145927526-145928343	0.150076
9:145929081-145930282	0.4098
3:121621984-121624346	2.82982
4:229408071-229414150	64.8469
3:6432484-6434551	0.0401568
1:27070661-27072367	0.410943
7:150887967-150889450	12.4233
6:127590619-127592172	0.116121
3:92538217-92544134	2.28954
2:14266570-14267838	4.25226
8:164187754-164191160	286.433
7:150889840-150897264	0.0600098
2:18308011-18311024	0.0204378
2:111885553-111889954	0.560809
9:4753702-4754273	0.310461
1:27094497-27098727	9.49752
6:130897039-130898968	2.26861
7:150897733-150908003	4.28042
8:150150684-150182982	7.18644
1:27099021-27102890	1.30236
8:150144895-150146384	2.33711
8:150128268-150141802	7.07401
4:86877720-86879464	0.042819
9:42793241-42795470	6.06747
1:93797116-93801659	5.331
4:150570888-150577321	25.0199
5:214534478-214537417	0
5:214526197-214532172	11.3795
9:65674163-65675295	0.817469
4:240460267-240463578	22.0288
1:112268174-112268450	0
2:204467095-204477531	28.0014
1:284118802-284120722	0.0949662
7:176548662-176551141	10.3839
4:240457314-240459805	9.93392
1:283250285-283252184	0.992782
4:150580680-150581042	0.450089
4:240449471-240456727	12.9694
5:214526197-214532172	2.48407
6:165561338-165562060	1.30837
3:71954650-71955320	0.28844
3:14469141-14473799	11.5483
1:283309245-283311287	5.04851
2:204478229-204482762	12.7101
4:240444320-240445078	0.395366
2:204485556-204489805	2.80477
3:14463913-14464402	0.134071
5:205591005-205593509	10.0281
4:240412561-240442322	0.394951
9:2502299-2502800	0.110743
3:201974-204794	3.05668
10:129999391-129999866	0.109148
6:165528520-165530727	0.55741
5:26361208-26362318	0.231617
4:129616513-129619735	1.1673
9:125296708-125299946	33.2675
6:31868127-31869802	6.33601
3:195267477-195268760	0.191222
9:3223685-3226225	0
2:175752567-175755074	0
2:220539595-220543690	5.4463
2:177438266-177441414	1.19363
4:842616-845669	1.18896
1:235145596-235146735	16.8403
1:221648602-221653196	3.46864
6:154771620-154773851	3.43147
