chromosome coordinate	FPKM
7:1958019-1958805	0
2:103045719-103049593	122.697
5:178210007-178211306	0.407472
4:238951330-238953663	4.69227
8:170246139-170247251	0
2:17999112-18002237	6.17155
5:812640-814981	8.78619
8:170253865-170255944	0.178223
9:88798885-88800768	0
3:221637175-221640542	0.561979
2:18003197-18004791	2.11607
7:1971638-1979556	8.76643
2:182857391-182874279	2.60757
5:8831484-8832842	0.093723
3:187291112-187335873	2.629
7:66528735-66531118	160.127
7:156011547-156012243	0
2:21258085-21262844	57.0396
1:171489897-171496335	6.27668
4:238951330-238953663	0.901497
5:8824174-8829183	0
5:18130746-18133489	0.291707
5:8814005-8822764	1.49259
3:221640915-221643663	0.0193572
5:150088685-150095175	3.02343
10:142070802-142075281	10.4229
1:55146391-55151071	7.32614
7:156020680-156026609	61.3675
3:187336086-187340155	7.30641
8:147297481-147299431	0.486769
6:156385071-156386887	0.0630759
3:207400389-207410109	3.76828
5:202050923-202059781	9.40117
2:4299118-4307332	24.3894
10:65424540-65425836	1.73715
5:69095662-69096436	1.00098
1:243401409-243407948	0.22207
4:140699188-140702237	5.07954
6:28127231-28174167	10.8184
8:130926647-130938454	51.793
5:25615647-25620039	9.42785
7:920331-924667	3.04826
6:156396195-156396470	1.72577
4:37280114-37281313	0.075831
4:129842524-129843829	3.81646
3:224565785-224568588	24.4409
1:250554599-250557666	15.9501
5:69096739-69101545	71.884
8:4432103-4433824	10.3423
6:156397490-156399348	4.71306
8:32233243-32236226	0.0199656
7:75897849-75901440	1.46073
8:165152944-165155244	0.133765
6:17165361-17171793	56.7428
4:228621496-228624395	1.0387
4:129842524-129843829	1.90351
10:66436496-66437236	0
2:4327248-4328435	0.51225
9:18872653-18878542	28.1807
10:65416246-65418842	0.0481152
7:175345307-175348603	17.6428
8:165159408-165159978	0.142353
8:72197378-72197794	0
8:8003650-8009292	14.2707
6:156402386-156403976	2.70559
4:10347336-10347771	0
7:955480-961241	41.9811
5:204493839-204497541	2.98783
4:10348427-10350044	0
8:72174706-72182395	43.6492
1:235360115-235367458	3.46319
4:34921124-34931317	29.5758
4:138113166-138113672	0.176566
4:227371323-227372456	0
5:204513748-204517052	0.0803637
5:69114969-69116904	0.631085
7:121377064-121397077	0
5:69118682-69122048	7.11265
7:121397238-121398367	0
4:129842010-129842241	0
4:129837282-129838274	0
7:175348741-175351194	36.6327
4:129816367-129821137	1.87094
9:17879944-17881102	2.83097
5:113785015-113785784	0
3:132018781-132020128	0.104382
1:193604457-193608053	2.88363
4:162590481-162599984	7.74178
10:5718776-5728532	7.80955
7:170470819-170473075	1.09014
4:61097655-61104179	4.83763
8:134865806-134866765	1.2828
8:13906440-13913673	26.4611
2:18073160-18075610	4.57801
4:2621433-2625622	5.44093
1:244170343-244170968	0
1:77258355-77350693	21.998
3:152001537-152001704	23.3455
8:134879416-134881000	34.9639
1:7040785-7046535	3.15701
8:173415068-173416506	0.0779381
1:242055075-242057548	23.1439
1:244162037-244164598	2.22735
3:151999119-151999269	482.348
3:151998158-151998440	1.27794
7:170478418-170487562	5.68808
1:77258355-77350693	0.275806
8:165168100-165172242	3.37517
2:21264697-21265652	0.682223
7:172241182-172244563	57.5406
1:107454288-107457087	11.313
1:244149774-244157145	0
1:195752950-195756226	4.54221
8:7997270-7999166	11.1365
4:129738046-129740757	5.42105
4:194492078-194496561	71.3516
6:164584775-164586604	0.75391
9:127316862-127318722	0.162533
9:134293397-134295446	0.491371
10:31199080-31202212	2.38747
2:21273856-21277596	0.0413299
2:129941662-129958348	0.657228
9:134298379-134303657	11.5523
8:166831324-166834519	5.07493
3:19004277-19007803	1.78241
5:204528826-204529273	0
7:141009951-141011856	0.0393608
6:113273399-113280491	0.366207
9:127304157-127308624	0.686689
7:172259838-172271039	2.78995
3:18996739-18999259	9.95664
4:162677643-162687691	2.25518
2:107530361-107531907	0.104223
8:153792309-153793457	5.56144
5:42457155-42458107	1.30976
5:204549372-204550051	0
4:28118891-28125443	251.387
2:234795895-234802008	1.22359
9:75392090-75392915	0.0960332
5:49948349-49949480	0.473098
6:164578032-164584497	18.7337
2:21278532-21281100	0.832171
5:167584122-167585698	33.047
2:2103126-2108774	2.34072
2:216882045-216882483	0.17635
6:148516340-148521037	0.487721
6:148361022-148371696	0.016387
4:185098140-185101348	0.702959
3:192479462-192491985	3.65585
7:152391332-152401606	10.3395
2:233762065-233766022	0
6:81965000-81971532	22.1602
4:49084112-49127794	93.8528
3:192478963-192479347	2.72246
4:2625662-2631582	4.55921
6:164573033-164575854	42.8949
6:140848369-140849287	16.7708
4:162689259-162692575	0.940524
1:53621182-53623074	262.426
6:116330289-116334561	38.3356
9:138787277-138788486	0.25556
2:14689656-14690193	0
1:235360115-235367458	2.30302
5:184223310-184230529	6.27855
6:7456459-7457859	0.0956108
9:138798238-138801359	9.80887
4:235380967-235387352	6.33276
4:183040584-183052212	7.39727
5:131177434-131178581	8.6212
2:213230433-213231387	0
2:21283318-21286542	6.38918
1:253715473-253720824	1.53145
3:137870365-137871359	0.517454
2:61470215-61470638	2.7439
8:110516643-110522956	3.76628
1:208164619-208168559	12.0193
2:36886985-36892803	2.63938
5:167589772-167590317	0
7:175361712-175362243	1.45837
5:152566104-152567827	0.0494539
2:35260583-35266398	3.93159
5:152916750-152932484	27.4753
5:131126907-131127487	0
2:213216694-213228019	10.6126
2:45615957-45616820	0
7:7954179-7955128	24.7262
2:208361027-208361925	0.135252
10:96835855-96839456	7.67518
1:253721164-253721460	0.981582
3:227763310-227774413	19.5967
9:139050017-139051721	0.261421
2:34985295-34990180	12.2079
2:111133848-111136804	11.5017
4:114325211-114330771	8.76969
3:203514607-203516114	0.474111
7:152577970-152584722	21.7843
3:134105315-134107187	1.11365
3:13276764-13280506	3.55643
4:165830178-165831174	0
5:199862396-199869608	31.9164
3:203518387-203519425	18.8351
2:155072700-155102547	33.0278
7:11575239-11577495	0.594632
5:1100540-1105552	4.10595
2:45753927-45757844	0.580955
8:65969533-65973268	41.402
4:165831908-165834118	2.59769
3:134087707-134093038	1.4697
3:203540159-203541731	0.863619
9:47793296-47795744	0.0511066
6:161833181-161835981	0.866621
3:13270592-13275130	1.09043
7:11570142-11573045	0.992682
3:227756024-227760890	0.797731
1:91460036-91461863	0.0423777
1:48419489-48421030	1.42033
8:145683890-145686249	0.0238862
6:65264669-65266779	1.91856
2:45766850-45767609	10.3583
2:45769896-45777953	4.44329
6:164567074-164568298	8.80679
3:134015050-134023296	5.12842
2:6057054-6062696	0.0910325
5:210261392-210262616	2.58752
10:124731724-124733363	0.0753594
9:128301286-128318561	27.1514
1:15511501-15516460	0.874637
3:227703077-227711190	12.8567
2:21324435-21327153	0.302392
6:164559938-164566999	4.22745
2:35266819-35270344	1.6669
6:352969-358406	0.127776
2:210470406-210474029	2.22908
2:154163525-154163990	0.163548
9:144878804-144883112	0.496007
1:279921404-279923727	0.0232755
2:205781496-205786118	0.731138
2:197935391-197954700	22.1098
3:185967824-185972557	2.36161
2:27052200-27055267	0.0942039
2:189632538-189636063	7.23947
3:197329139-197330362	0.618891
4:181228945-181231966	19.2149
4:133252437-133254218	0.832998
2:205787042-205799282	8.47922
8:8472358-8474789	32.344
2:36079676-36082153	2.7705
1:91247117-91250033	18.6531
7:154782553-154789700	0.281156
2:6049999-6054163	16.2504
1:298436672-298438623	0.266977
6:358485-358762	0
6:167714254-167715234	0.583438
6:359540-364133	4.59133
1:197846347-197848301	0.855718
2:27000014-27001906	0.350434
3:197326090-197326412	0
3:197320788-197325616	5.24039
10:14642866-14645735	0.318215
2:35273096-35277507	1.67635
8:13901092-13901961	1.57242
10:112569402-112573127	0.726707
1:298431971-298436349	34.0079
5:183367990-183369534	10.174
1:277375609-277376553	4.41636
6:365873-371557	2.80586
2:26976464-26980590	1.23893
8:70377804-70378659	0.915146
1:197850520-197851721	0.0873672
6:164551085-164552712	4.95239
6:124551007-124551883	0.699156
10:112574411-112578212	9.38348
2:36051831-36054263	0
1:197854709-197858129	16.1402
10:143173725-143177197	0.470271
2:45778700-45780304	0.890676
2:48426255-48430747	5.5714
6:124531304-124550917	4.41507
2:110392809-110408143	16.1561
2:167584032-167584200	14.1188
10:81535546-81558116	4.61077
8:70387415-70391998	0
3:134012716-134013232	0.12017
2:167585311-167588595	0.656207
8:70455645-70457564	63.6023
9:62923183-62924328	2.05826
3:185973337-185976888	0.0752441
10:143166294-143170074	14.9823
10:113420651-113422187	0.0400164
4:181225096-181227973	0
7:14885989-14888812	7.01241
6:37025124-37027411	0.375189
4:181220890-181225031	9.52817
2:234707468-234710827	0.901442
1:28492395-28496010	0
5:36296913-36298194	0.0473877
5:30307332-30307710	29.0478
5:156886972-156888588	46.2147
10:91143565-91145550	0.0989543
7:40377178-40379347	32.2233
5:30298479-30304150	12.1838
2:193829791-193833616	12.6475
2:233798710-233801595	19.2844
3:208625546-208629815	7.74304
5:754961-757585	6.59546
1:283641626-283642170	0.184217
1:68876149-68882226	27.8393
6:164532343-164535488	11.9619
9:59783720-59787734	0.119475
3:40318081-40323240	38.6438
3:218777038-218779180	22.6814
6:145926838-145927370	0.549113
1:79398480-79399521	0
8:65981740-65983349	0.0656449
2:80583115-80587409	5.28054
7:1361844-1367136	9.9547
5:21891975-21903419	4.25084
2:80580324-80580644	0
3:159909735-159942880	12.4418
2:189204686-189208176	0.154612
5:87031704-87032603	0.223415
5:26095450-26100989	6.48786
10:112583853-112587345	94.8092
5:87035069-87036937	5.09892
4:184456357-184461102	2.30286
2:6044920-6049490	6.39192
1:148448883-148450070	0.177207
2:233793738-233798444	222.858
2:207378431-207381977	2.23221
2:36906262-36909070	7.26021
2:207384990-207386776	1.12097
1:298414104-298418660	8.1874
6:145169867-145178248	16.1843
3:196090384-196091178	12.6232
5:741454-752529	9.74187
2:207400495-207402206	5.31707
1:298408223-298413579	31.5176
2:207403814-207404832	0.52571
9:86866691-86874101	52.1209
3:225122882-225137990	1.85591
10:37537897-37559378	1.63516
1:207225651-207226551	0
3:130092797-130098263	13.7372
4:33221354-33222243	30.7248
10:107289388-107293581	6.24819
7:151166388-151171508	6.82111
3:213558130-213559877	0.0848818
7:161422663-161429384	15.3817
10:4611628-4615022	4.17269
2:62923976-62927608	0.244566
6:52563923-52564328	0.2363
10:73127980-73131426	9.17842
1:15474139-15478436	0
1:175294827-175302644	10.6506
3:219253224-219253910	2.40634
3:224008674-224022464	7.4387
3:91446807-91450186	7.67712
9:133207935-133211307	0.774991
4:33225119-33225463	2.24755
8:141102344-141104275	6.9495
2:229477749-229480222	118.139
2:36927267-36929809	0.312213
2:15591855-15593760	0.168811
5:58704143-58706188	0.0964376
8:138491681-138492820	0.0273764
6:164677928-164681518	9.51958
2:34005875-34006676	6.05521
9:38115309-38117489	0.149944
3:7772841-7774907	0.208841
1:188457693-188461344	3.3808
10:73131963-73135240	1.40461
4:161548953-161552310	0.629631
4:230725986-230734895	44.2622
8:45871382-45881097	7.92114
9:86863071-86865460	5.34811
2:6033111-6040532	6.28127
9:133215978-133219767	29.3583
4:161552653-161555499	0.22185
10:1876303-1879434	0.223127
9:136236118-136237603	0.899076
3:227914360-227915685	14.2887
7:13604003-13605630	0
6:164682300-164684550	49.771
3:200701563-200707426	3.30931
2:36936009-36938218	0.614693
3:117256952-117259133	19.9079
8:87676565-87726864	5.11202
3:223994792-224004237	3.62245
5:196508210-196511894	5.46931
3:4894110-4896145	11.616
1:290139769-290161386	37.9225
3:196062523-196064578	0.112769
9:136175679-136180522	0.109155
4:121838902-121840632	21.718
6:91298857-91300281	0.130699
8:4512237-4517057	11.7014
6:44004764-44007893	1.62197
9:18613648-18616782	0.261218
10:87187478-87190662	0.0551127
2:229450370-229456815	6.30128
8:92078180-92082751	4.48709
3:196047076-196052203	48.2792
8:39922109-39926350	1.20284
1:267811512-267821159	3.91851
10:1887301-1889559	0.0711674
10:84487394-84491371	14.0969
2:40014265-40030141	0
4:186487328-186488873	60.4546
1:123254748-123256442	0
6:44008168-44098173	8.44699
10:85950691-85951201	0.892037
2:6030859-6032316	0.292905
7:97622761-97626689	0.757855
3:227939020-227940838	2.06356
9:136172580-136173998	0.69191
3:196480700-196487332	18.7784
1:267855960-267862545	38.9067
1:204867049-204870273	1.70515
9:136148989-136150777	0.0939559
2:105547474-105564627	7.68828
2:78115209-78117176	0.885193
6:7632263-7632899	0.161011
3:19761937-19777426	3.39244
7:113533272-113533947	10.817
7:109534060-109536623	1.51523
1:103562184-103565723	18.9506
3:214273956-214280038	18.0598
2:193408723-193413807	20.2057
10:142033871-142036236	2.53575
3:210506971-210508715	7.42203
3:189820598-189830402	0.389279
1:262178669-262179140	1.07294
1:48531012-48534629	0.37006
2:213991452-213996440	5.9122
8:163002197-163002947	1.57145
1:228756663-228757720	1.74487
2:33033395-33034574	1.00062
7:113534746-113535948	3.06798
7:121763976-121766069	0.550652
4:231328316-231341114	12.6888
1:115314918-115316336	0.0822476
6:130369009-130371183	0.0488744
1:262151866-262156656	4.62349
5:144171856-144177036	2.81162
4:74202105-74211066	32.0757
2:62923976-62927608	9.98588
10:95547263-95553044	12.0226
2:107179098-107182994	0.982176
2:6017745-6030234	4.3501
2:179462065-179462736	0.664092
5:1722293-1727548	1.02354
6:89411738-89413852	4.11996
1:175294827-175302644	42.7112
1:204871341-204874455	1.34179
1:175291508-175293495	1.24311
2:6014713-6016893	0.662325
10:77744749-77760332	8.27857
2:193416338-193421302	15.4553
5:1727827-1729107	0
2:107169295-107169813	0
3:189830841-189831061	0
6:141796520-141865066	1.82791
1:267867134-267870655	11.0662
10:148594180-148597847	8.47359
6:164688068-164689904	0.157681
4:23845584-23847635	1.98238
2:5816891-5820805	3.36948
6:164690416-164694152	1.66571
10:111776609-111779617	34.2035
2:35324875-35326785	9.45935
3:168900440-168911064	0.0156737
2:229405472-229406723	0
3:214305287-214310088	4.30758
2:120761161-120807175	0.516577
6:130343969-130350095	88.8308
3:210522349-210523450	12.1897
2:5823162-5827172	1.21165
1:298331066-298333316	67.2453
3:164502625-164504441	3.89455
10:71277025-71283390	3.44306
3:182483286-182488672	3.27017
3:200698726-200700272	0.618844
1:267887400-267897525	44.6411
1:251711904-251713778	1.50551
2:193416338-193421302	3.4407
8:4370727-4371841	0.746767
1:182102269-182104289	33.2742
2:224546496-224563406	21.8597
1:170502480-170503536	2.79313
3:67817294-67818224	2.28817
6:2895768-2912016	28.9152
7:161346806-161349645	0.768787
5:17318915-17321831	13.6525
1:25101391-25102254	3.69234
1:251956589-251967052	7.44803
10:143716435-143719458	43.2742
1:250300613-250303371	18.0041
8:78073257-78079706	21.8979
10:71265477-71276099	1.12888
3:210535928-210537732	5.38114
7:174146365-174150334	4.88358
7:161336700-161339172	4.24107
8:133341224-133390220	1.27551
3:196024865-196026696	0.0289006
8:86746667-86747665	16.9839
4:239138033-239141632	10.3973
10:18403208-18404802	1.04616
1:18128749-18134691	20.9191
2:224546496-224563406	34.3622
1:182100189-182102156	1.75172
7:57624329-57635312	20.6184
9:14563083-14585427	23.7949
5:67597774-67600836	2.88349
3:97008795-97011322	0.0943388
1:250165-253890	183.385
3:176676856-176678050	0
2:226201723-226206198	39.3897
6:142760183-142761656	1.18178
8:154147429-154157871	9.30743
6:142787196-142788148	0.0722076
2:191773417-191774248	8.08859
10:112305176-112306206	0
5:211350513-211352347	6.1147
1:54275640-54281143	1.2369
5:22180593-22181160	0.0938791
3:176678420-176681496	52.8099
8:94435595-94438119	123.936
6:142814030-142819076	7.78739
10:147954761-147961757	1.31913
3:223960720-223962380	0.942246
1:182098596-182100186	15.206
5:77990307-77998801	7.52055
8:168116736-168118521	3.29659
1:277929802-277936049	46.1133
6:142823272-142826012	0.077338
8:59973028-59975575	0.582975
1:182095258-182096377	1.24564
5:7996155-8010324	25.7063
1:272524-274767	0.0702463
8:72976460-72978277	213.168
5:67596696-67597020	0.570332
1:54268583-54271815	6.01299
1:277280-277919	0.429279
1:182075295-182094029	6.66475
4:172111017-172119920	0.0462307
2:5836316-5837195	8.43073
4:20616011-20638559	0
2:60070797-60079373	2.20827
3:13068189-13070363	0.0378157
1:234211856-234222538	6.91724
10:119154921-119157988	1.21445
5:20990828-21003918	0.146007
1:18137077-18139832	0.811525
4:239143372-239146421	0
5:175684553-175691456	9.90813
9:130924727-130928899	9.57801
8:130496960-130499089	0.509511
9:45638392-45639863	0.922965
10:119158695-119158911	8.40759
5:125492454-125494787	0.45108
4:121811289-121812715	3.15455
1:277584478-277591913	5.24419
5:20984528-20990310	2.12933
6:132125968-132131340	1.42516
1:18188715-18190533	7.22219
1:267887400-267897525	239.141
2:44013583-44035237	8.16879
1:262889859-262899774	120.985
3:210789195-210791270	0
1:222719188-222723682	26.8635
8:5914729-5918678	13.3772
9:78053223-78053859	0
1:44531397-44542728	3.44953
4:179659384-179663553	4.7908
2:27121014-27125731	2.09703
5:203173178-203174837	7.64047
1:277592809-277602763	14.1543
5:192864273-192868407	1.6434
3:210759446-210763500	5.95872
5:137556196-137556984	1.08226
5:137557459-137570282	2.38638
6:146477297-146479717	38.7002
1:298319494-298328162	10.4811
9:134540194-134546386	32.4581
6:2438892-2441433	10.9413
4:239151748-239155715	54.2735
2:14205644-14207240	0.172281
8:144270469-144273473	22.1327
1:256615817-256616159	0
1:256614061-256615489	0.201932
1:301161970-301181024	19.6485
5:23148867-23149613	0.34813
3:210755677-210758890	18.6608
6:127714983-127716970	1.28119
7:8520215-8522520	176.441
1:298319494-298328162	0.367681
1:298312601-298319212	6.94216
3:210751335-210755511	2.97727
5:3532883-3535449	14.2549
9:146479047-146507586	6.48306
1:28290759-28293553	0.731753
6:96873770-96880731	8.41262
1:44543520-44544030	0
5:162845024-162849678	2.18522
3:210748853-210750807	8.57162
5:181890491-181893704	12.9777
10:130036687-130039171	16.9411
1:212843553-212845126	7.78793
9:11578456-11580840	0.111179
1:165760927-165761816	0.440617
8:172364589-172368643	0.540862
4:26128842-26131595	23.7815
7:170244062-170247650	38.0981
1:28289066-28289505	0.161449
10:7398239-7426996	3.2626
2:29329380-29331197	0.120387
2:14229618-14230379	13.9019
9:11560216-11565193	15.9213
6:29642083-29646464	6.31673
3:20730517-20737767	0.00826005
8:160204833-160207126	0.679051
5:181887529-181890303	1.20692
3:11006551-11007325	4.91687
4:200731390-200733025	0
5:162895099-162901470	0.357832
4:23625402-23640493	53.6398
9:146462281-146468511	17.2463
6:29635518-29641242	5.40877
9:11547599-11548767	0.590673
4:191188049-191189144	3.30879
8:164385333-164390091	4.45445
5:80273498-80282785	35.2716
7:85004607-85010307	6.60185
2:200284064-200301275	0
1:244787883-244789920	1.2272
2:225364988-225366192	13.2305
4:128294647-128297033	54.8429
5:175692890-175695576	0.195862
8:5908369-5912306	2.41436
5:3535609-3539246	5.04212
1:184242131-184246791	135.706
8:5904812-5905549	0.168107
1:244770697-244772023	149.888
1:298312601-298319212	6.08972
5:11818677-11827550	22.5034
5:178799778-178809160	24.9821
3:39195599-39196690	0.908903
5:175699047-175703469	0.0991282
1:244758652-244759635	1.17134
2:207698185-207700327	1.20409
9:146456350-146459543	31.1297
8:5891756-5903652	9.58505
3:39210700-39217892	1.63548
8:144958449-144963956	7.6527
5:175728634-175732381	5.95883
10:67230033-67230727	1.05647
7:124754041-124758495	5.65969
8:164376307-164380169	4.99044
3:186828307-186830548	5.49118
2:232648879-232651058	0.58766
10:120115379-120119406	11.2954
1:99171448-99175538	16.1189
3:138876214-138876483	0
4:215809800-215815978	0.0971421
8:132170332-132171419	24.7969
3:138878959-138882994	15.0484
3:152844885-152847972	2.27301
7:124743988-124746594	1.67965
5:82083638-82101253	15.3631
2:12799341-12803684	0.134922
8:132167504-132167818	1.29281
8:5883600-5890477	11.5776
4:221690231-221691496	0
1:175489067-175494231	0
2:71110425-71138423	108.72
5:196677250-196679274	0.164483
1:270420817-270430532	0.0345537
5:11781975-11784448	6.68495
5:159201477-159208661	0.508248
9:134748962-134749323	0.257753
3:186841171-186846668	17.6236
9:23256307-23260236	2261.51
9:134749956-134751048	7.57145
2:232641433-232644325	16.9156
2:148716379-148720801	36.5069
8:144965044-144968261	2.77658
2:71139756-71139987	99.1351
4:39246359-39248974	8.00001
2:71143730-71147623	11.2774
10:125302194-125306046	21.7667
8:14345030-14349301	13.9312
7:172726698-172731206	34.5693
1:270420817-270430532	0.723478
7:17308288-17314146	22.8456
6:146462465-146475721	80.5045
1:18191143-18200221	23.9893
2:190664559-190686734	30.6481
1:81440901-81442942	0.333986
4:15015130-15016122	1.70642
1:28596564-28606486	5.88573
3:230787547-230793416	7.94821
4:239725554-239729685	3.33266
2:107501621-107503164	0.156978
3:165445094-165447632	0.238747
4:181433458-181434150	0.292115
4:13162786-13166680	4.29082
1:104811543-104813427	0.833328
2:169659890-169661323	0
5:3547408-3549734	0.0231876
4:181429408-181431608	0.105859
5:1439591-1440702	1.88039
8:111704093-111705090	0.780862
7:172735940-172739488	1.39648
1:81440901-81442942	0.120618
7:48117442-48121129	0.085698
8:145047881-145050872	0
6:43621160-43627435	17.248
8:16994083-16999444	13.9259
3:69964877-69966731	0.802621
5:1457561-1462915	27.4033
7:37024547-37030325	140.63
5:175732715-175748227	8.76135
8:69589820-69590301	12.3118
7:151241053-151250935	91.1821
10:142175733-142186868	3.61335
5:3552884-3555608	12.2683
3:230781410-230786599	2.20647
2:215482082-215485323	7.93594
7:166680012-166688346	19.382
2:65851211-65859565	21.7103
6:88300598-88303095	0
1:194522654-194533077	0.287424
1:104804884-104808383	0.428319
1:28596564-28606486	2.32396
6:115076514-115080561	5.72579
7:81263135-81306789	2.67701
8:5872103-5874155	0
4:239729943-239733909	17.8029
9:130644681-130646203	0.234967
10:125331183-125335073	3.46305
7:172735940-172739488	1.00125
9:130641518-130644249	0.368519
8:145082984-145087859	37.2333
3:165456544-165458024	0
4:181425915-181428451	2.44585
3:165460286-165461478	1.56504
6:162742962-162744881	1.05486
1:192709426-192710396	1.36243
1:192705734-192707208	0
7:172752454-172754699	0.0931787
8:79163799-79167265	0.0828625
5:131570267-131571350	1.24299
6:162737065-162737944	0.0977965
3:165463619-165478446	15.5578
1:87801831-87802746	5.02002
8:120217908-120221032	1.65847
4:181420386-181424633	5.9399
4:220766738-220768781	2.04857
9:70955908-70988968	7.82149
1:205683611-205693720	15.4412
6:109385419-109387134	0.999938
2:3036255-3036922	6.32577
6:162726832-162728122	0.581611
2:3014244-3018656	0.180679
3:135170914-135174717	3.124
7:17697104-17708145	1.51494
2:3014244-3018656	0.101392
1:192700087-192702291	0.859575
1:5631702-5634096	17.0212
9:108517433-108524415	0.702909
6:36131945-36132471	0.117401
10:142187475-142195230	4.87242
5:161465505-161472233	41.3874
4:68944352-68944902	0.759443
6:36133470-36154657	0.722343
10:45476803-45485405	0
7:55652786-55653098	0.352201
7:106229662-106231840	42.567
1:267326816-267328960	0.631788
3:171037693-171039756	0.747418
3:160750586-160757148	0.112344
7:152477291-152478346	1.2748
6:71263332-71266808	0
4:169505981-169512726	5.41541
1:255995135-255998013	0.0617951
7:169173660-169177094	0.321085
5:201106871-201107637	0
3:171031965-171035591	10.7729
2:13239261-13241078	1.4697
1:255987538-255993875	22.5803
3:160750586-160757148	0.121416
7:18943732-18944704	493.067
4:100223413-100228701	0.119482
2:219728679-219730972	17.7742
1:275866801-275867691	2.18205
4:182056284-182060502	5.7394
9:99848113-99850239	25.4492
5:180038178-180040249	0.592925
3:201622568-201630272	6.86073
3:218264709-218273042	3.99664
1:222547193-222550894	3.22762
1:275835278-275836493	1.63799
3:201622568-201630272	2.40942
3:72898619-72928052	14.1566
4:169482736-169505503	24.1296
3:154074988-154076819	0.168016
2:37574254-37576870	0.0305186
7:171728747-171729994	1.03111
3:171028522-171031581	8.94546
4:42279424-42280983	0
1:275829860-275833554	20.647
2:169539960-169542455	7.82384
4:100425124-100426209	1.90868
10:92823263-92831359	3.02839
8:127775717-127777150	0.196421
1:182997410-183002108	0.204343
6:31648455-31650307	135.772
8:156118107-156123076	24.8574
5:206453993-206457629	5.58179
7:6064235-6069626	25.4916
1:182997410-183002108	1.15879
4:183596884-183597900	0.0704901
7:171733892-171737098	100.227
7:37023461-37024207	0.428997
2:1207047-1209850	12.4153
7:37019329-37022143	0
6:166051907-166055277	25.2165
1:222530673-222534873	1.01519
4:128847142-128857864	23.5674
2:20529695-20532641	2.92484
2:188871529-188875337	10.5917
7:2512000-2513879	0.14853
5:180581906-180582771	6.28604
2:186820428-186821726	0.926213
1:162610714-162611336	0.682505
5:84248219-84254208	6.75538
3:61395676-61396955	0
6:6513294-6515613	0.359754
1:73340379-73342643	0.545138
9:88242514-88243287	2.28642
1:85018020-85019921	1.67233
4:233992132-233994417	0.20503
3:223960720-223962380	1.19737
5:12546166-12547073	0.556839
6:6507464-6509695	4.16827
5:12524549-12531980	8.84658
7:166680012-166688346	4.12992
6:166072019-166072887	1.25317
7:2522401-2524117	0.232634
3:114020697-114023620	1.55995
5:30771032-30772796	75.9292
7:47925534-47938203	23.3794
1:4862046-4877625	6.8909
7:2524493-2526497	0.601544
10:10582273-10586991	27.0884
2:158609559-158614461	8.9927
2:203524212-203532379	7.29782
2:220893694-220896647	7.90349
1:64018157-64020789	0.800542
3:191368349-191369254	6.70677
1:255833348-255836172	0.46862
5:25674215-25675583	0.0788705
3:218257201-218260736	3.54777
7:46713922-46714562	0
10:133816855-133820703	1.82865
5:48273536-48275003	0
5:158394838-158395437	0.165613
1:222146417-222147258	0.137638
1:64015284-64016906	9.50672
6:142694022-142695556	4.57746
4:212727536-212754873	21.3981
1:194930807-194931230	5.18252
4:92618090-92623601	7.54427
8:122003961-122006379	13.0462
4:25980263-25985905	0.106043
4:111483626-111483964	0.50646
8:100867552-100869767	4.16486
5:147625051-147631050	14.9331
6:146816122-146821147	0.811975
4:183583967-183584341	0.672069
2:203521403-203523650	1.04713
8:166383916-166386229	0
2:146407472-146410546	0.666247
2:23836895-23839046	1.66866
5:206459892-206468689	8.05523
2:203515642-203517184	0.322785
10:125968968-125974245	1.44081
3:155893851-155895509	0.0463425
1:4862046-4877625	0.507009
7:6064235-6069626	1.41952
1:1195259-1203566	10.261
3:27551287-27558978	6.41136
4:29051659-29052922	0.245447
3:179061696-179066321	13.5544
1:42487646-42491363	1.4212
2:23767789-23771398	4.43841
2:146391882-146393905	0
2:203511298-203513461	84.9017
4:29061024-29061893	1.33785
1:287062938-287065014	2.66732
1:4832877-4834771	0.265392
9:145771171-145775633	5.57869
9:75294282-75294981	0.10333
3:155853408-155859478	5.36236
8:32123857-32124351	0
1:85054119-85060388	4.55411
1:270831293-270832294	62.2088
3:13992965-13993816	0.57099
2:74041521-74045469	16.9435
5:23255312-23259490	3.35171
6:98352601-98355956	2.67352
8:32752567-32754794	0.335791
1:14624230-14639380	9.52738
9:2711380-2713815	0
7:26907248-26908309	0.732016
5:184441928-184446566	3.647
3:169071205-169080562	9.59108
3:3027156-3028320	16.4801
7:163114121-163119268	1.87912
5:50450299-50452070	4.65123
10:80752561-80754297	0.0530648
9:116957625-116961611	0.601436
5:23264664-23268665	4.83499
4:109394534-109422884	9.95678
1:42476812-42477961	0.859071
1:39756845-39758525	0.272074
2:74078456-74086371	4.59834
4:152396995-152406561	1.72023
2:23736840-23739052	0.0917333
6:153843384-153845019	13.0394
3:216304733-216306568	0.432219
4:30060007-30061466	411.515
9:145775972-145776597	0.185699
5:184429103-184432752	0.424592
9:116948038-116956113	6.14897
5:192151118-192152874	85.9297
2:53938379-53939840	0.725201
6:98357334-98367449	27.5287
8:164518226-164526511	2.85336
3:125419199-125422516	6.63945
5:53906405-53908269	7.10342
10:134436741-134439351	0.881792
7:168913720-168922316	71.1643
3:2741568-2745003	0.462065
8:172988249-172990875	0
5:214332146-214337850	0
4:9485206-9494847	2.76899
3:204298385-204302305	11.3877
