chromosome coordinate	FPKM
3:1690611-1693656	0.350043
7:89034032-89035626	28.637
1:60699958-60702159	0
10:76151949-76154352	0
6:85517347-85520001	25.794
6:143920911-143955690	11.5451
1:60686509-60687767	0
2:216851296-216853355	0.0955922
3:137331707-137336234	0.045842
9:32379545-32381399	0
4:1251952-1256370	1.91429
1:189200092-189201905	6.11584
9:110578510-110585943	1.44314
2:216846902-216849385	3.80179
9:32379545-32381399	0
3:8581834-8583577	0.154486
2:9961300-9963368	20.7411
7:156474461-156477397	0.0153157
2:203750708-203751049	1.28853
7:156474461-156477397	4.01994
6:114435289-114439891	1.26982
4:12052777-12053111	0
2:203759559-203760192	0
2:64995034-64995280	41.1504
3:1615819-1633627	1.26555
1:240909528-240910678	0.383822
6:137492141-137494245	0.285391
4:29906147-29911916	0.0137162
3:1615819-1633627	4.20848
3:230664603-230666974	0.35597
2:64999304-65016255	17.188
3:79196399-79197237	0.627919
3:111511296-111515898	0.0180944
7:154625006-154627979	0.315222
1:202226325-202227433	0
9:142035043-142040976	7.42999
4:29947148-29948124	0.152156
9:131670768-131671798	0.403361
6:5455038-5462028	0
5:183154697-183160382	1.23244
7:154607471-154613979	0.191832
7:151333990-151336074	0.211579
1:204029345-204032797	0.0235085
3:146250145-146253250	0.335265
5:74503430-74504091	0.0809933
2:114544050-114548217	11.8487
3:146250145-146253250	0.101966
3:153356079-153357076	0.439223
3:153356079-153357076	0.577855
8:22501527-22505349	2.52011
4:14426595-14428869	0.927707
8:169988505-169989986	0
7:18398713-18401541	0.779294
9:126138984-126140636	0.0547795
3:196343753-196351584	15.0979
10:146741182-146747035	2.39859
3:22814531-22820273	15.9653
1:195878178-195878689	1.20427
1:20652801-20654431	0.0636176
6:110606611-110611168	17.4474
7:18869058-18869387	19.8787
3:21562978-21566399	0.0220498
4:49158998-49163504	0.0700195
3:21562978-21566399	0.641434
9:147841132-147855995	0.619357
10:78137686-78143211	5.2778
4:163642402-163644995	5.50687
4:163642402-163644995	8.63642
7:162717115-162718128	0.839436
4:163638230-163640218	33.9428
2:71935306-71936020	0
3:194979955-194980734	23.3946
10:5776563-5776991	0
3:148097815-148101739	2.22423
8:171389636-171408843	16.4339
6:103405666-103413644	0.359467
9:151560266-151567145	3.30976
8:142004421-142004934	14.0671
4:196455675-196458554	0.108129
8:160008193-160009684	0
8:80685550-80688431	0.135288
1:255584175-255585368	0.0399483
7:167219697-167230039	13.5785
8:150968004-150970170	8.85569
9:12089403-12090716	0.386283
9:126675363-126676737	4.57248
9:88725669-88729468	0
3:188669570-188670618	13.2631
2:232394064-232405755	6.78568
4:153531421-153537080	0.394314
8:168955390-168958754	225.77
10:84158572-84160338	1.16176
10:84164646-84166674	0
4:153526859-153528748	0.0824276
9:86515515-86519288	0.0389943
2:232367454-232368404	6.39616
6:155127916-155129106	0.0716025
9:311373-318659	0.327768
2:159166338-159170092	0.138709
4:66281475-66298006	0.0279382
10:16355063-16361012	2.84835
6:161106830-161109772	0
6:161111552-161116378	2.54955
6:161130219-161132650	1.14411
5:214491521-214492709	0
5:214463347-214464970	0
8:144865838-144868358	9.51065
3:227352551-227355575	0
6:167702221-167706547	32.9302
3:47447623-47447914	1.41685
8:147491446-147498894	7.8557
1:180624634-180627010	9.02978
4:18222985-18223265	10.1118
3:201378873-201381944	6.92375
6:20733718-20741666	0.275358
1:66304871-66306978	0
10:24722461-24725222	0.0954314
10:141063439-141068193	40.8806
10:139838951-139839963	0.302729
6:160354313-160356393	0.0182282
4:12254687-12256603	0
2:203092166-203095768	0
1:30744805-30762772	0.0889682
1:56756359-56761192	12.3348
2:203085226-203086469	2.35238
8:169657382-169664344	73.419
9:151815438-151819687	4.05815
1:155424569-155429828	7.67187
5:134801476-134803163	0.40174
7:130699661-130700103	0
3:201227702-201232263	0
10:57539876-57547669	2.1627
3:201242317-201249315	2.58945
3:201250658-201251726	0.289235
3:47576390-47576583	132.309
5:134784934-134786976	0.146552
2:230012826-230015192	0.240674
8:108716822-108717881	2.48178
3:47559745-47568366	6.97983
2:77760431-77761346	0
1:47986775-47988982	0.892975
10:100223427-100224764	0.0288269
2:27622259-27624388	0
7:157840014-157842616	2.64881
9:14319322-14320941	0.425492
1:69248369-69250255	0.957645
7:173454924-173456904	0.32504
7:173445121-173449204	2.65755
8:150906866-150909121	1.2717
2:37077153-37083086	3.9061
7:157831554-157832899	14.2573
2:37067426-37071749	0.939811
6:168223237-168230745	0.0121216
4:235715120-235717393	0
4:36366506-36369554	0
7:148179238-148183213	1.49582
8:99611837-99612913	0.496524
5:28934693-28941478	7.03054
8:69758013-69758851	1.67251
4:233087531-233090871	6.77978
4:233087531-233090871	0.219885
5:143183401-143198584	7.6748
1:113030720-113034446	0
5:160664375-160665329	0.0657054
4:233063343-233066996	0.138074
1:288855937-288860773	2.93776
7:36540810-36544889	0.559186
4:46676513-46681237	0.0545497
4:5602049-5605835	0.107886
7:68989939-68990122	17.7567
10:149428221-149436396	4.1538
5:108467466-108468801	0.030759
7:68985109-68989387	0.0562135
5:6504838-6507089	0.937634
7:68980932-68982452	12.2225
9:125895070-125896370	5.82348
5:212466518-212466831	0
1:288862552-288867419	2.91654
7:70637297-70648317	89.5466
4:205977156-205978137	1.6772
10:149370030-149391434	1.88749
1:239397798-239408385	3.77414
8:109943625-109945071	0.0745478
8:109946141-109950400	0.0311728
3:186198584-186207556	1.28825
1:22893594-22894905	0
1:280580741-280583004	0.194034
3:186210052-186213894	0.550954
5:164364956-164366457	0
5:164364956-164366457	0.124058
1:119299753-119304002	0.053876
9:118241219-118242541	0
8:160763132-160770225	26.1644
10:30216959-30218884	1.66288
8:2761692-2763945	0.54863
8:2761692-2763945	0.199133
2:216612561-216615209	0.901927
1:4040448-4046093	0.943323
1:290469778-290471211	0.134841
8:134717594-134726644	11.9091
6:5523526-5526666	0
5:201496855-201498918	0.0350598
2:197524773-197529340	16.9507
4:174962371-174966892	9.31084
1:146192738-146193601	0.633211
10:51719102-51721078	0.0581567
5:43655682-43656822	3.34563
6:6548885-6549979	0
3:170732740-170733199	1.94068
1:54602420-54605364	2.87438
3:170707112-170710209	1.26333
7:5086582-5093575	0.118575
1:83176775-83179023	28.7847
6:95972527-95973072	0.752297
3:207063509-207079812	13.5091
1:37693363-37694560	0
9:11249891-11250876	2.95259
9:11254857-11255828	0.0880035
5:8174613-8185750	12.8241
3:87780429-87788528	0.122179
4:125495862-125497242	0.820594
7:64582958-64584699	15.5623
7:8465528-8472428	3.57727
5:166056926-166061323	0.264732
8:80292353-80295000	98.0755
7:8465528-8472428	6.18663
4:182946254-182952481	2.89881
6:124602109-124604425	4.39109
5:73454173-73455710	0.379098
5:204328143-204330780	4.84839
7:166557402-166565443	2.45835
6:39663050-39668379	18.0482
5:21301721-21314201	25.9896
6:53719027-53724490	0.0132608
1:71997867-72013905	29.7917
2:12437550-12451202	0.16579
5:209247243-209262293	54.8243
3:163640035-163641348	3.4986
6:156762138-156764429	0.236528
2:12452443-12453050	0.373243
6:156753980-156754905	1.30088
6:156751832-156753511	0
6:156746798-156747528	20.6497
9:110987243-110993352	2.7873
4:209228526-209229525	0
6:2038612-2045313	1.40451
3:231474542-231475676	4.62273
6:2047613-2057911	0.0164633
9:40110843-40111906	0.492867
5:65121042-65126854	0.653499
5:165151409-165152661	0
6:28127231-28174167	0.837319
5:1054447-1063511	11.311
2:55336646-55337788	0.0567994
5:1044357-1049634	0.281745
8:122519437-122521657	0
9:127316862-127318722	62.8451
1:282223450-282231016	0
7:163214919-163233302	6.78608
7:150038889-150043523	0.436208
5:33289708-33421404	11.5564
5:1042479-1043483	0.590794
7:150038889-150043523	1.91783
7:150043718-150047795	53.4322
5:1028242-1037664	4.14253
5:146900326-146902141	0.245814
5:146912440-146915830	0.0467331
4:109792959-109798109	0.0187178
8:155839327-155847673	2.4403
4:21749717-21753307	0
4:130236776-130246440	0.261789
10:108358693-108359794	0
6:120273184-120276340	0.160657
2:44600994-44602274	1.69196
3:5334489-5336457	9.62514
4:93850517-93852508	0.138291
2:236798424-236800809	0.0506714
1:46840485-46844013	0.835986
2:155851729-155862962	8.01347
2:155863321-155863858	0.238609
9:116247700-116250993	2.18456
8:4236645-4237487	0.128664
3:143622882-143630991	1.02321
10:96848005-96849914	3.35588
3:126941693-126942817	9.24422
1:52346350-52349772	5.60004
3:65663339-65663978	2.6858
2:4299118-4307332	0.0708998
9:45354729-45357776	23.5927
2:45758866-45760467	12.4488
9:45328572-45335707	1.58834
1:13787556-13805454	36.4417
2:45769896-45777953	1.68003
2:23978658-23982159	9.6268
1:53822732-53830790	0.746318
5:79503884-79505592	49.9174
5:79511297-79511853	0.0800608
1:234729687-234734594	266.27
2:83777064-83795439	0.218046
1:234728101-234729671	147.366
1:234723754-234726611	30.4584
5:14313715-14314612	0.128415
1:234716158-234717581	3.09576
2:14530123-14533959	15.8507
2:14534117-14542446	3.50436
1:234698691-234699528	6.55531
2:14545404-14548958	0.661791
10:146533024-146537548	0.221376
3:32480724-32483259	4.51497
9:74320347-74320920	0.443719
3:197382761-197384196	0.109367
3:197392617-197406087	32.1689
3:35416476-35420032	4.4338
10:68355064-68355675	0.272729
10:59046112-59047456	0.0310243
3:27419387-27425778	0.0332842
8:66662442-66672048	21.1229
3:71260322-71320829	13.1826
5:182955311-182968499	1.83297
1:3077768-3082278	2.27095
10:4871816-4880152	7.4809
9:122123284-122129038	0
3:59504009-59504819	0.377983
7:128432400-128446113	43.6351
8:66655535-66661595	3.5278
3:59473517-59474814	0.0686351
2:150014481-150016546	1.22363
8:83928143-83929563	0.120489
9:122198436-122199824	0.471666
8:146020659-146025066	0.0144615
1:19901210-19911946	0
5:80585458-80588953	0.015839
3:150439768-150443629	0.15892
5:80585458-80588953	0.99433
4:240035631-240041832	8.53869
3:8299414-8303114	0.185105
5:35276305-35278954	2.99026
3:8299414-8303114	13.8593
3:8307383-8328774	0.0444841
3:8307383-8328774	0
3:8341414-8342491	20.61
3:8354463-8372083	0.0297849
2:211944401-211955170	7.33665
4:68766649-68774582	6.34429
7:30153191-30165886	3.09533
2:127239537-127320777	0
4:49407188-49408154	2.89923
5:189389315-189405925	1.25505
8:91775746-91779470	2.40752
5:202060059-202065536	3.44805
9:7286297-7289032	3.36328
5:189389315-189405925	0
5:201984745-201994276	11.6744
6:156121695-156123466	670.062
5:201984745-201994276	1.81798
4:16368555-16376431	7.81208
1:17496788-17500933	0.221731
1:17502895-17506886	0.0780295
1:17507416-17509341	0.0554952
1:17519507-17520563	0.183487
1:17525993-17527991	0.33743
5:41158282-41160923	0.0596197
1:202280809-202282390	0.0476997
1:202298102-202305287	1.54977
2:42363163-42367545	0.309073
7:103876336-103878886	1.32875
7:103894896-103895788	0
4:31306071-31309853	0
4:241010914-241011439	3.55502
4:240995734-241004480	0.721583
1:14258332-14259045	44.5573
7:101574900-101585717	0.0896727
1:235360115-235367458	0.309778
5:204581563-204584243	0.861624
9:138785630-138786354	4.01612
10:64843075-64860708	1.95257
3:184190720-184196613	8.88097
1:11689364-11692759	3.70609
7:1966538-1968896	0.0347109
1:157064977-157068691	9.39822
2:197661751-197681820	4.26957
5:163229122-163232017	8.81454
4:197051974-197061374	8.14969
9:75393477-75394539	2.42672
6:130527750-130529464	0.0471846
7:166745557-166746285	0
1:63919028-63919998	1.00661
9:12881298-12883414	0.102339
3:98714763-98718253	0
8:154456892-154470561	75.3637
2:216883295-216886028	0.834511
1:297744442-297745345	0.432383
10:140291975-140293234	0
7:150159271-150178742	19.7515
3:207430401-207440659	0
9:92025062-92028036	10.3219
7:15076941-15077547	7.01324
4:91394858-91395872	0
9:92025062-92028036	13.9453
3:166485263-166485836	2.86507
2:144666985-144668653	0
8:165181599-165183979	220.997
3:136335628-136338768	0.047334
3:136335628-136338768	0
8:166836624-166838331	0.269144
10:144303718-144306158	0
3:216267757-216276132	9.95136
10:26715636-26718335	1.571
4:173922783-173927605	0.142569
8:15047188-15053119	0
4:173994844-173996764	0.0520046
8:78223573-78225776	0.454668
4:174000898-174001849	1.7309
8:78231142-78234139	0.136063
4:174002077-174004537	0.962343
1:251496587-251498534	0.126617
4:174042011-174044883	0.0521521
1:251489140-251491088	0
4:174042011-174044883	0.159429
4:174050247-174051484	0.0681388
8:76033723-76035506	3.06178
3:99253039-99254494	63.4196
9:116048253-116050693	0.454542
2:48822570-48824076	0.920813
2:48828931-48832059	0
4:111756202-111760662	15.8647
8:101425994-101431766	1.23427
4:111746463-111750806	1.09855
8:152702623-152706802	1.63154
8:152702623-152706802	0.342766
10:7074082-7076291	0.290663
1:54817343-54821756	0.498353
3:35794312-35803787	58.1971
2:34984348-34985091	0.170983
1:229572148-229572739	0.981869
7:28004738-28013059	3.28516
7:27988393-27992475	0
10:67227491-67228073	10.1038
1:51016687-51022814	1.27145
3:53823415-53826200	0.082592
2:98216556-98219376	0.0974967
9:133584917-133586689	1.90906
9:133581109-133583211	0.0675127
4:198375554-198379035	0.309478
10:1876303-1879434	0.628837
3:197327579-197328805	0.554182
7:124726830-124728940	4.41494
6:2895768-2912016	1.24017
6:108962550-108963947	0
1:90788758-90793387	0.620001
6:130924919-130925672	0.739533
6:130920421-130920739	0.345409
5:204517823-204522813	0.787783
5:204517823-204522813	0.814149
5:204532745-204539903	0
1:48527240-48530179	0.165353
7:170390306-170395257	0.149168
4:169482736-169505503	0.0236646
9:133215978-133219767	0.325505
6:164675304-164676313	0.158407
6:164675304-164676313	0
5:7982532-7986261	0.312064
4:205190689-205206885	55.0321
8:147071420-147072964	0
3:227916515-227929086	6.30628
3:227932998-227933716	4.33836
4:205258233-205259245	2.41298
4:205268162-205268400	3.58294
3:227949992-227973576	0
5:55134637-55135788	0.166259
3:96010236-96011905	0.0400439
5:199871099-199879216	3.09032
4:2621433-2625622	0.506807
1:195910141-195923328	4.62119
2:140092471-140198662	0.0785463
3:174110781-174115053	0.16207
3:24446066-24451647	6.12706
5:57427814-57435126	6.06625
9:153664244-153669760	6.48905
9:153670184-153674293	2.08047
4:11471593-11472969	0.588474
8:4368306-4369157	0
6:55632244-55641974	1.44795
4:183040584-183052212	1.0117
4:183040584-183052212	0.146729
6:49234976-49237955	0
8:138882593-138889812	0.546743
8:138868680-138870514	0.0982401
6:164584775-164586604	7.06526
4:223285463-223289364	4.27816
6:164557822-164558427	21.2121
6:164551085-164552712	33.1873
6:132269821-132270621	14.9473
2:191770876-191772561	0
9:21278423-21284453	0.0626011
2:217406121-217408046	0
7:54327971-54330312	0
7:121403789-121407816	3.78406
5:3539772-3544992	13.2207
5:74657180-74660578	6.33383
2:15481801-15482961	4.99785
5:74663362-74663868	1.33749
6:81962595-81963730	1.75597
2:189591181-189592483	0.127844
1:198219531-198222753	143.009
2:14941137-14946558	0.112767
2:14679416-14686765	2.2152
3:223986447-223987139	0
2:101772515-101775470	0.913272
6:95632251-95634165	0.300238
2:49833287-49834623	0.407711
2:49832675-49833036	0.761887
8:23155961-23156716	0
5:155524466-155529218	0.404463
5:213289129-213301733	4.39045
5:213264682-213268374	1.11544
1:250329446-250330740	0.0519337
1:250329446-250330740	4.45707
1:250328428-250328789	1.2306
2:114341521-114349465	5.22353
4:230754419-230756943	1.90497
7:144111433-144113197	0.0543598
3:13057533-13057787	2.72505
7:144072312-144072747	0.353675
1:56785050-56792250	23.1436
1:201633124-201633899	21.9275
4:230725986-230734895	35.2621
1:201626845-201631389	13.0084
3:2763288-2768069	1.44993
7:167980518-167983287	0.610141
7:145382283-145388059	9.8882
4:39225926-39246087	11.1247
3:2771603-2774757	1.27102
1:222543879-222544845	1.12936
1:37686357-37688446	3.11736
8:158410591-158413147	0
8:158416296-158418518	0
2:16769116-16803909	7.34816
6:152318252-152321092	0.178876
1:5719543-5740638	17.2955
1:16587189-16588096	4.63807
4:28070495-28072903	0.0496561
6:46344961-46357485	19.9413
6:143663382-143690661	6.7304
4:201465643-201468445	0.0983148
8:157980351-157988512	7.07988
10:99210249-99228038	0.299898
3:12774381-12776535	2.68567
3:12790692-12812174	12.4556
8:157959045-157965109	2.62655
4:190376901-190380386	1.45116
1:252139512-252141376	0.641021
8:121107358-121109809	9.16048
10:18385468-18388270	0.535067
10:18399480-18400646	0
1:257975549-257977975	16.2083
2:229809407-229810492	0.105578
6:6524798-6529507	0.976916
2:132477384-132483438	0
2:160731645-160735384	0
1:205241338-205247763	8.4712
6:19374760-19376670	0.0957627
6:19367726-19373945	5.72561
10:10666471-10669799	0.20434
2:111316607-111317705	0.157629
2:111314922-111315856	5.74451
3:108824004-108836300	7.65479
6:110018148-110019651	0.0256347
6:110016532-110017939	11.3982
5:77260224-77273432	2.73277
1:22938595-22942349	0.470641
8:24508396-24509946	0.147758
8:24466712-24472892	0.151747
8:24465272-24465765	0
2:204272929-204286337	0.606986
7:41415177-41415534	0.437492
4:161360801-161363434	1.58422
4:161360801-161363434	0.584937
8:100471742-100473296	0.0741736
4:235363892-235365911	2.40157
8:124936784-124942287	123.578
9:49396615-49410104	2.22335
1:44027291-44029718	7.44496
7:107780059-107782693	13.6816
2:132117429-132117767	3.32792
3:230175631-230177870	4.29597
2:222648642-222649836	0.555452
3:217088814-217092812	0
3:229644795-229647121	0
3:229647573-229653156	49.8687
6:105616299-105622572	1.96622
2:8421835-8423278	0.253892
3:194006485-194012559	34.7413
10:10540901-10541973	0.336909
8:138135621-138137665	0.024382
8:97281716-97283362	0
1:3708103-3713113	3.32276
1:3734664-3735389	0
10:131969648-131972098	3.2475
2:180894283-180906408	6.2245
4:66922625-66923384	0
6:62397312-62398816	0.405359
1:125378838-125395976	0.0409707
9:120413924-120416480	1.23048
1:113118448-113120497	0.326255
3:10172204-10174181	0.257298
7:6069772-6070794	0.828964
5:167608858-167616065	0.725493
1:222203895-222206239	6.93413
2:169634870-169636303	3.25261
7:7118086-7119389	25.1871
5:201261681-201269869	21.335
1:55080200-55086489	2.10593
1:55070837-55075644	7.56018
7:57376466-57382423	1.48773
6:162682753-162690139	13.6648
3:115790927-115793937	10.2324
5:4660412-4660901	5.20671
5:4664984-4668821	31.6801
4:230084509-230088171	0
5:4670107-4673481	2.01828
3:19754444-19756529	23.2435
3:19783985-19800783	3.15719
10:40466090-40497724	0
5:17907457-17912390	0.224563
1:204859440-204866617	2.49105
7:27008685-27012199	10.3906
1:204859440-204866617	3.49208
4:193346054-193349585	4.22147
8:161218192-161220253	0.14912
1:153332850-153335930	1.77743
5:18082115-18083944	0.0358199
8:166528351-166531896	18.6898
8:137315969-137319548	8.95573
6:166462227-166475829	15.6735
6:166415482-166416659	0.787666
2:21267618-21268758	7.94344
7:118137115-118138822	0.0315242
7:25505805-25508893	18.1
3:491385-498712	0.0725284
2:60255424-60256828	0.379965
7:35500253-35510121	6.46051
1:39601249-39602562	0.697407
2:197935391-197954700	75.9687
1:219892620-219901471	5.95015
1:6226482-6227535	0.12262
10:75500289-75511357	0
1:6217384-6218408	4.61841
1:6193682-6201153	0.34964
4:203694455-203706768	2.99529
2:31847415-31850794	0.275955
2:166558742-166564064	0
10:134917887-134922506	7.2462
8:147292311-147294748	2.82762
2:188899851-188900979	25.4235
2:3772178-3773806	0.047129
2:210451557-210455571	12.1819
1:288201894-288207383	4.17156
8:15571741-15576437	18.9438
8:15553908-15565984	0.169285
8:145059341-145059552	0
3:92708912-92712012	1.59332
6:31906232-31907595	0
4:168559135-168561411	10.1333
8:2901118-2904121	1.73962
3:181098204-181100519	5.90174
9:146914698-146918912	52.3507
1:156217021-156217243	1.63982
1:153100156-153103232	0.457956
1:47291534-47321106	29.3551
8:12962407-12972466	0.102715
2:166486480-166497280	32.093
6:166635923-166637454	0.404037
3:165449190-165455337	0.21787
3:189851385-189853080	4.22526
3:165463619-165478446	0
1:47321326-47323363	0
1:107445526-107451397	10.0684
2:132086043-132086603	9.64699
1:274941225-274942598	4.85698
1:150104705-150113173	11.4575
8:8014961-8018180	3.62238
4:23351858-23352086	42.0206
1:171277603-171283100	13.2847
5:84061560-84065912	2.16362
5:205679393-205691276	0
7:161336700-161339172	3.13075
3:49619033-49624780	36.8279
2:107250813-107253629	0.0261465
8:125536100-125539093	16.3173
6:89463357-89466255	3.73037
6:89458798-89462673	0
7:93083986-93085899	9.64145
6:89402865-89408903	2.71785
3:187340358-187342662	0.117284
1:83007340-83009760	0
4:239694860-239706103	1.32502
7:131445457-131446002	14.256
7:172726698-172731206	28.9902
8:170144349-170156181	0.0645575
10:61949124-61949466	1.97625
10:61949813-61956564	1.2466
5:78758855-78765635	20.6149
10:134653913-134659406	5.93954
7:172742496-172743877	1.21685
8:44894445-44897237	1.83769
10:134583762-134585981	0.142604
4:225742108-225749264	0
4:225727594-225732745	2.65161
2:213997633-213999050	0.288845
2:213997633-213999050	5.58826
10:135044839-135048155	16.1236
9:13904880-13906331	0.364034
2:111021608-111021802	3.78591
2:233424936-233427007	23.6091
1:142636225-142638748	0.845824
2:168699129-168707616	23.7309
5:81761118-81763929	0.0467259
3:190440737-190448848	7.29328
3:190454437-190460065	0.580196
3:190454437-190460065	0.68707
1:196691876-196695603	0.0102176
2:127598914-127602692	6.63145
9:56866427-56868728	1.03256
2:14222091-14223009	12.8962
2:17861165-17865525	0.968326
7:75325717-75327581	0.0486399
2:223721036-223727516	0.289978
7:170113649-170114235	37.1958
1:26731552-26736002	0.077304
6:97338912-97339622	0.392988
6:97382173-97384634	3.1843
1:281700995-281701649	0.345404
9:11844483-11847764	0
1:57561577-57562334	4.61238
9:77578942-77586339	0.0520849
4:180649501-180650342	0.44999
8:171169593-171170426	0.275722
8:100871385-100874530	5.02541
6:41064586-41068350	0.0376191
2:217980783-217983930	0
10:147954761-147961757	0.387012
5:208925096-208929323	4.3116
1:298419713-298422682	0.0818341
2:213159438-213159996	2.15293
7:14882757-14885657	0.581541
1:276315280-276319109	0.0319195
1:276315280-276319109	0.532845
1:298294246-298298489	6.21916
4:191871065-191872381	0.946616
2:37569005-37571171	0.801734
8:65967763-65968514	2.30981
3:4883128-4888943	22.4576
8:65974894-65975954	1.31035
9:20179809-20181423	0.0481479
8:129386627-129387965	0
9:20154594-20156665	0.0285152
9:6066076-6066832	0.16146
4:184465443-184482158	2.47999
8:87676565-87726864	0.214649
9:128468957-128525818	0.0103035
4:37259108-37262193	0.0912756
2:186818533-186820272	3.69886
8:5876181-5877596	0
8:5868491-5871834	0.163601
5:124238748-124239821	0
9:83556096-83560757	0.0375095
3:199019123-199026441	11.5549
7:87768492-87769773	0
2:32593602-32637089	0.34624
2:32637800-32639325	4.02375
4:152396995-152406561	6.90099
8:57119606-57123354	0.186417
1:198265945-198269954	0
10:105210164-105238921	33.8037
6:145492109-145493716	0.201142
3:176421996-176433530	0.868924
2:213834498-213836421	5.64755
1:8656185-8658213	1.03581
1:263956064-263966306	5.48973
2:48421381-48425173	0.598959
6:128465242-128466087	21.5204
8:29036514-29038681	0.0292846
7:141001835-141008917	28.1083
8:133025405-133027927	3.29086
3:134015050-134023296	0.797903
6:154153328-154157705	7.03658
1:257144490-257145633	0.228544
7:151724075-151740089	2.07863
5:143163779-143164629	3.84266
10:9530640-9532659	6.86415
3:138739304-138740432	1.74617
4:239129383-239130094	57.2406
1:221792370-221807071	0
4:215041665-215046712	0.0611292
4:215047605-215049710	0.667635
10:4819203-4821659	0.29318
6:120384692-120389824	15.238
10:4819203-4821659	1.43726
9:93145518-93147206	13.0095
7:121769411-121770195	0
1:250294171-250296777	0.680883
4:239156007-239158318	1.79366
9:61355949-61358310	4.19679
2:223783842-223785912	0.0710101
2:138309487-138312524	3.34376
10:34984285-34985168	0.186906
2:189664640-189666527	0.0702955
6:116025501-116026377	0.0835355
8:46454471-46457963	0.115259
1:240090669-240096412	6.16114
10:127247035-127252425	1.5449
10:127260792-127263441	0.42404
6:122254914-122264527	4.82206
9:146470771-146476618	0.568771
2:234721884-234725108	59.8532
9:146456350-146459543	32.388
2:234711856-234719535	1.02868
1:42498712-42512264	0
5:30740678-30750954	7.78001
2:234707468-234710827	5.44669
4:37569960-37571880	9.78469
2:3676120-3678364	0.21861
4:34908826-34912598	0.0288498
9:47816635-47819903	0.0955932
3:196093700-196096899	12.3694
10:143715173-143715991	0.0986996
10:143708530-143713551	0.539404
3:196068032-196069784	0.130483
2:229415359-229420626	0.810257
4:239003443-239010011	8.14651
2:229413600-229414256	4.80844
3:196019179-196024451	34.3839
9:27025925-27028429	0.353323
8:59314794-59317116	8.86979
4:238985397-238986190	3.23187
7:175516964-175523154	102.099
7:80502965-80511953	2.44393
1:216580896-216585803	0.170379
5:200429607-200433476	0
7:152391332-152401606	2.26444
5:200434761-200438299	3.30726
5:157791416-157794495	0.227669
1:216580896-216585803	5.14277
5:200438374-200439307	3.78018
5:11761170-11775662	0.123085
4:201938736-201941670	0
10:142804010-142807136	0.132453
2:41023742-41028945	30.1589
2:43760550-43761190	0.24938
9:53615029-53615699	0
6:68784411-68785726	5.74994
8:107491207-107493887	0
5:1715082-1721759	5.03113
2:201680196-201680809	18.2418
10:87183877-87185612	0.133569
8:107494786-107496337	2.41113
2:208428548-208429502	0.335934
2:208427238-208428199	0.161529
1:5628542-5629483	11.4057
5:1731071-1732196	0
2:20102237-20103368	0
1:188719662-188811722	0.00830396
1:234160290-234164211	0.488304
9:14645425-14647309	0.0933739
4:183588189-183591209	56.298
8:22245140-22249167	0.660743
4:162695529-162702414	0.35944
7:85802943-85872682	3.7503
10:34497195-34506565	10.8384
6:103359294-103361135	0.331946
5:64674607-64681233	0.0257484
6:110534287-110537419	4.0862
5:176870666-176871296	0
10:34497195-34506565	0.204919
5:176876091-176877189	0
2:107188739-107190793	0.189959
2:107188739-107190793	15.2533
7:151523362-151528081	2.15391
6:138182750-138190937	5.16737
10:81827002-81830285	1.94847
7:18943732-18944704	1.48947
7:18929660-18932018	0.300591
7:86576886-86583874	0.0482449
3:208621696-208624974	0.10111
5:26073013-26076327	0.1183
10:143162641-143163490	151.377
5:167751372-167752582	803.461
3:135084014-135105483	30.367
5:1608612-1611742	13.6541
7:116528462-116539668	1.43537
5:1617442-1618471	14.9718
1:64012255-64014810	0.624079
7:29562413-29562653	13.722
7:171041388-171044177	0.522087
7:171045005-171047924	3.6121
5:1621054-1624641	3.31421
7:171057989-171065940	2.34065
9:105063452-105065541	3.32484
3:17805294-17806577	0
3:20231588-20232317	0.26814
9:92916277-92921991	182.511
2:13891964-13892878	9.99707
5:123963772-123965324	28.2365
5:134504947-134507152	45.5707
9:23265733-23268297	0
1:183891179-183893847	1.87965
1:116012105-116013084	0
1:116015317-116090359	81.3309
1:242027046-242043217	8.9454
5:31880968-31883167	3.24544
6:95844766-95846986	0.850811
2:86887383-86916480	0.949966
2:86887383-86916480	0.1186
2:86887383-86916480	9.62984
9:134037126-134043118	0
UNKNOWN:3377634-3378000	0
10:125298127-125300187	0.0687282
9:36004136-36009104	40.4924
1:25104485-25108224	0
9:36004136-36009104	32.871
4:30094631-30094991	0
6:43540593-43541003	0.764683
9:66740052-66743262	0.118642
7:113163365-113166072	8.16599
6:48405506-48407309	0.21321
8:60027761-60033439	0.553415
10:107745978-107747937	0
7:174153485-174155627	3.81372
7:171536794-171538041	12.5545
1:5087123-5093048	1.62558
6:103624357-103625946	0.297995
4:167514752-167517132	0
10:107752055-107758784	0.011236
5:67597774-67600836	4.35105
1:220707907-220715307	4.08755
1:121632727-121634519	0.157767
7:171721289-171722931	0
1:267887400-267897525	1.4922
1:270733869-270735208	12.8578
10:142161563-142166873	2.17669
10:142161563-142166873	1.95107
2:107317507-107363234	2.76912
3:231202513-231215604	0.293618
5:192161072-192163125	1.89439
2:107317507-107363234	1.15115
3:222423406-222454510	19.4101
6:29635518-29641242	1.88849
3:49562768-49566492	0.603186
3:216005541-216008374	0.0873007
6:142823272-142826012	3.94355
7:171749016-171788887	14.3929
