reg.gid	tgt.gid
Zm00001d053595	Zm00001d034194
Zm00001d053595	Zm00001d029747
Zm00001d053595	Zm00001d026046
Zm00001d053595	Zm00001d042536
Zm00001d053595	Zm00001d013751
Zm00001d053595	Zm00001d002696
Zm00001d053595	Zm00001d003645
Zm00001d053595	Zm00001d022139
Zm00001d053595	Zm00001d018609
Zm00001d053595	Zm00001d047204
Zm00001d053595	Zm00001d010948
Zm00001d053595	Zm00001d021057
Zm00001d053595	Zm00001d014762
Zm00001d053595	Zm00001d009564
Zm00001d053595	Zm00001d006651
Zm00001d053595	Zm00001d034143
Zm00001d053595	Zm00001d036692
Zm00001d053595	Zm00001d048082
Zm00001d053595	Zm00001d003401
Zm00001d053595	Zm00001d033528
Zm00001d053595	Zm00001d006351
Zm00001d053595	Zm00001d008359
Zm00001d053595	Zm00001d050021
Zm00001d053595	Zm00001d002161
Zm00001d053595	Zm00001d003380
Zm00001d053595	Zm00001d003349
Zm00001d053595	Zm00001d027630
Zm00001d053595	Zm00001d033822
Zm00001d053595	Zm00001d041760
Zm00001d053595	Zm00001d005871
Zm00001d053595	Zm00001d024531
Zm00001d053595	Zm00001d042618
Zm00001d053595	Zm00001d003386
Zm00001d053595	Zm00001d015451
Zm00001d053595	Zm00001d014938
Zm00001d053595	Zm00001d016691
Zm00001d053595	Zm00001d053622
Zm00001d053595	Zm00001d014757
Zm00001d053595	Zm00001d041277
Zm00001d053595	Zm00001d021236
Zm00001d053595	Zm00001d006613
Zm00001d053595	Zm00001d016066
Zm00001d053595	Zm00001d016277
Zm00001d053595	Zm00001d038283
Zm00001d053595	Zm00001d019139
Zm00001d053595	Zm00001d031759
Zm00001d053595	Zm00001d030069
Zm00001d053595	Zm00001d002794
Zm00001d053595	Zm00001d040188
Zm00001d053595	Zm00001d004744
Zm00001d053595	Zm00001d024724
Zm00001d053595	Zm00001d025590
Zm00001d053595	Zm00001d006028
Zm00001d053595	Zm00001d006094
Zm00001d053595	Zm00001d045268
Zm00001d053595	Zm00001d030895
Zm00001d053595	Zm00001d013282
Zm00001d053595	Zm00001d050178
Zm00001d053595	Zm00001d012180
Zm00001d053595	Zm00001d003840
Zm00001d053595	Zm00001d034212
Zm00001d053595	Zm00001d021285
Zm00001d053595	Zm00001d040650
Zm00001d053595	Zm00001d005964
Zm00001d053595	Zm00001d022075
Zm00001d053595	Zm00001d000224
Zm00001d053595	Zm00001d048178
Zm00001d053595	Zm00001d028946
Zm00001d053595	Zm00001d010465
Zm00001d053595	Zm00001d042275
Zm00001d053595	Zm00001d018479
Zm00001d053595	Zm00001d012725
Zm00001d053595	Zm00001d002451
Zm00001d053595	Zm00001d020037
Zm00001d053595	Zm00001d051342
Zm00001d053595	Zm00001d042660
Zm00001d053595	Zm00001d006243
Zm00001d053595	Zm00001d013410
Zm00001d053595	Zm00001d032683
Zm00001d053595	Zm00001d005071
Zm00001d053595	Zm00001d034635
Zm00001d053595	Zm00001d042598
Zm00001d053595	Zm00001d042973
Zm00001d053595	Zm00001d037289
Zm00001d053595	Zm00001d033799
Zm00001d053595	Zm00001d033605
Zm00001d053595	Zm00001d033976
Zm00001d053595	Zm00001d039316
Zm00001d053595	Zm00001d031620
Zm00001d053595	Zm00001d039914
Zm00001d053595	Zm00001d049684
Zm00001d053595	Zm00001d038526
Zm00001d053595	Zm00001d002726
Zm00001d053595	Zm00001d047765
Zm00001d053595	Zm00001d004957
Zm00001d053595	Zm00001d013566
Zm00001d053595	Zm00001d040130
Zm00001d053595	Zm00001d043368
Zm00001d053595	Zm00001d017597
Zm00001d053595	Zm00001d032502
Zm00001d053595	Zm00001d047994
Zm00001d053595	Zm00001d033020
Zm00001d053595	Zm00001d012296
Zm00001d053595	Zm00001d045576
Zm00001d053595	Zm00001d053756
Zm00001d053595	Zm00001d031487
Zm00001d053595	Zm00001d007254
Zm00001d053595	Zm00001d040567
Zm00001d053595	Zm00001d038891
Zm00001d053595	Zm00001d042023
Zm00001d053595	Zm00001d048703
Zm00001d053595	Zm00001d032866
Zm00001d053595	Zm00001d026635
Zm00001d053595	Zm00001d052701
Zm00001d053595	Zm00001d002075
Zm00001d053595	Zm00001d028949
Zm00001d053595	Zm00001d032461
Zm00001d053595	Zm00001d002446
Zm00001d053595	Zm00001d033391
Zm00001d053595	Zm00001d024525
Zm00001d053595	Zm00001d048312
Zm00001d053595	Zm00001d048317
Zm00001d053595	Zm00001d031992
Zm00001d053595	Zm00001d033890
Zm00001d053595	Zm00001d032457
Zm00001d053595	Zm00001d031871
Zm00001d053595	Zm00001d044121
Zm00001d053595	Zm00001d052856
Zm00001d053595	Zm00001d018356
Zm00001d053595	Zm00001d034602
Zm00001d053595	Zm00001d000291
Zm00001d053595	Zm00001d050153
Zm00001d053595	Zm00001d039524
Zm00001d053595	Zm00001d043480
Zm00001d053595	Zm00001d008882
Zm00001d053595	Zm00001d001964
Zm00001d053595	Zm00001d040281
Zm00001d053595	Zm00001d051420
Zm00001d053595	Zm00001d032539
Zm00001d053595	Zm00001d033995
Zm00001d053595	Zm00001d039372
Zm00001d053595	Zm00001d049556
Zm00001d053595	Zm00001d010235
Zm00001d053595	Zm00001d006323
Zm00001d053595	Zm00001d020345
Zm00001d053595	Zm00001d032536
Zm00001d053595	Zm00001d026160
Zm00001d053595	Zm00001d031463
Zm00001d053595	Zm00001d026371
Zm00001d053595	Zm00001d019145
Zm00001d053595	Zm00001d043922
Zm00001d053595	Zm00001d000204
Zm00001d053595	Zm00001d047881
Zm00001d053595	Zm00001d016723
Zm00001d053595	Zm00001d028807
Zm00001d053595	Zm00001d020353
Zm00001d053595	Zm00001d017391
Zm00001d053595	Zm00001d018111
Zm00001d053595	Zm00001d037114
Zm00001d053595	Zm00001d003331
Zm00001d053595	Zm00001d048824
Zm00001d053595	Zm00001d047071
Zm00001d053595	Zm00001d013035
Zm00001d053595	Zm00001d039495
Zm00001d053595	Zm00001d012362
Zm00001d053595	Zm00001d013573
Zm00001d053595	Zm00001d016736
Zm00001d053595	Zm00001d002395
Zm00001d053595	Zm00001d017958
Zm00001d053595	Zm00001d017646
Zm00001d053595	Zm00001d018326
Zm00001d053595	Zm00001d018369
Zm00001d053595	Zm00001d022454
Zm00001d053595	Zm00001d046766
Zm00001d053595	Zm00001d023456
Zm00001d053595	Zm00001d010588
Zm00001d053595	Zm00001d030345
Zm00001d053595	Zm00001d047042
Zm00001d053595	Zm00001d038270
Zm00001d053595	Zm00001d023376
Zm00001d053595	Zm00001d002128
Zm00001d053595	Zm00001d011904
Zm00001d053595	Zm00001d031534
Zm00001d053595	Zm00001d052386
Zm00001d053595	Zm00001d031806
Zm00001d053595	Zm00001d039065
Zm00001d053595	Zm00001d047087
Zm00001d053595	Zm00001d011208
Zm00001d053595	Zm00001d038087
Zm00001d053595	Zm00001d042609
Zm00001d053595	Zm00001d011972
Zm00001d053595	Zm00001d020621
Zm00001d053595	Zm00001d029899
Zm00001d053595	Zm00001d021689
Zm00001d053595	Zm00001d023372
Zm00001d053595	Zm00001d033744
Zm00001d053595	Zm00001d027965
Zm00001d053595	Zm00001d022460
Zm00001d053595	Zm00001d044211
Zm00001d053595	Zm00001d048944
Zm00001d053595	Zm00001d034204
Zm00001d053595	Zm00001d018037
Zm00001d053595	Zm00001d037092
Zm00001d053595	Zm00001d039006
Zm00001d053595	Zm00001d023384
Zm00001d053595	Zm00001d047661
Zm00001d053595	Zm00001d002132
Zm00001d053595	Zm00001d034319
Zm00001d053595	Zm00001d002000
Zm00001d053595	Zm00001d021268
Zm00001d053595	Zm00001d002133
Zm00001d053595	Zm00001d042506
Zm00001d053595	Zm00001d009709
Zm00001d053595	Zm00001d048053
Zm00001d053595	Zm00001d019565
Zm00001d053595	Zm00001d034129
Zm00001d053595	Zm00001d043525
Zm00001d053595	Zm00001d018211
Zm00001d053595	Zm00001d020595
Zm00001d053595	Zm00001d008620
Zm00001d053595	Zm00001d034757
Zm00001d053595	Zm00001d002762
Zm00001d053595	Zm00001d031470
Zm00001d053595	Zm00001d011013
Zm00001d053595	Zm00001d017840
Zm00001d053595	Zm00001d022569
Zm00001d053595	Zm00001d007319
Zm00001d053595	Zm00001d017643
Zm00001d053595	Zm00001d038907
Zm00001d053595	Zm00001d050389
Zm00001d053595	Zm00001d009619
Zm00001d053595	Zm00001d053684
Zm00001d053595	Zm00001d048020
Zm00001d053595	Zm00001d008906
Zm00001d053595	Zm00001d043444
Zm00001d053595	Zm00001d021181
Zm00001d053595	Zm00001d017612
Zm00001d053595	Zm00001d026652
Zm00001d053595	Zm00001d034091
Zm00001d053595	Zm00001d017274
Zm00001d053595	Zm00001d017885
Zm00001d053595	Zm00001d046223
Zm00001d053595	Zm00001d011610
Zm00001d053595	Zm00001d042634
Zm00001d053595	Zm00001d054044
Zm00001d053595	Zm00001d043589
Zm00001d053595	Zm00001d030526
Zm00001d053595	Zm00001d045481
Zm00001d053595	Zm00001d004248
Zm00001d053595	Zm00001d002274
Zm00001d053595	Zm00001d020932
Zm00001d053595	Zm00001d034047
Zm00001d053595	Zm00001d028759
Zm00001d053595	Zm00001d015342
Zm00001d053595	Zm00001d003193
Zm00001d053595	Zm00001d045042
Zm00001d053595	Zm00001d019957
Zm00001d053595	Zm00001d013493
Zm00001d053595	Zm00001d021934
Zm00001d053595	Zm00001d027403
Zm00001d053595	Zm00001d053202
Zm00001d053595	Zm00001d037271
Zm00001d053595	Zm00001d002896
Zm00001d053595	Zm00001d009060
Zm00001d053595	Zm00001d022474
Zm00001d053595	Zm00001d018006
Zm00001d053595	Zm00001d052494
Zm00001d053595	Zm00001d022315
Zm00001d053595	Zm00001d049510
Zm00001d053595	Zm00001d024767
Zm00001d053595	Zm00001d032081
Zm00001d053595	Zm00001d020492
Zm00001d053595	Zm00001d038355
Zm00001d053595	Zm00001d010159
Zm00001d053595	Zm00001d020275
Zm00001d053595	Zm00001d014814
Zm00001d053595	Zm00001d038523
Zm00001d053595	Zm00001d035662
Zm00001d053595	Zm00001d012581
Zm00001d053595	Zm00001d021173
Zm00001d053595	Zm00001d031657
Zm00001d053595	Zm00001d041791
Zm00001d053595	Zm00001d020683
Zm00001d053595	Zm00001d048301
Zm00001d053595	Zm00001d009243
Zm00001d053595	Zm00001d033680
Zm00001d053595	Zm00001d032810
Zm00001d053595	Zm00001d007840
Zm00001d053595	Zm00001d045391
Zm00001d053595	Zm00001d005798
Zm00001d053595	Zm00001d005241
Zm00001d053595	Zm00001d022636
Zm00001d053595	Zm00001d026535
Zm00001d053595	Zm00001d027434
Zm00001d053595	Zm00001d047554
Zm00001d053595	Zm00001d043601
Zm00001d053595	Zm00001d028572
Zm00001d053595	Zm00001d010632
Zm00001d053595	Zm00001d027756
Zm00001d053595	Zm00001d030656
Zm00001d053595	Zm00001d002065
Zm00001d053595	Zm00001d032217
Zm00001d053595	Zm00001d041418
Zm00001d053595	Zm00001d038165
Zm00001d053595	Zm00001d024885
Zm00001d053595	Zm00001d019317
Zm00001d053595	Zm00001d024530
Zm00001d053595	Zm00001d033876
Zm00001d053595	Zm00001d023859
Zm00001d053595	Zm00001d002835
Zm00001d053595	Zm00001d020941
Zm00001d053595	Zm00001d028775
Zm00001d053595	Zm00001d039535
Zm00001d053595	Zm00001d036925
Zm00001d053595	Zm00001d038476
Zm00001d053595	Zm00001d044433
Zm00001d053595	Zm00001d006212
Zm00001d053595	Zm00001d049295
Zm00001d053595	Zm00001d009668
Zm00001d053595	Zm00001d032771
Zm00001d053595	Zm00001d033256
Zm00001d053595	Zm00001d033925
Zm00001d053595	Zm00001d017784
Zm00001d053595	Zm00001d006022
Zm00001d053595	Zm00001d032194
Zm00001d053595	Zm00001d042926
Zm00001d053595	Zm00001d037684
Zm00001d053595	Zm00001d003468
Zm00001d053595	Zm00001d035440
Zm00001d053595	Zm00001d000294
Zm00001d053595	Zm00001d007842
Zm00001d053595	Zm00001d014517
Zm00001d053595	Zm00001d030617
Zm00001d053595	Zm00001d015213
Zm00001d053595	Zm00001d043998
Zm00001d053595	Zm00001d006738
Zm00001d053595	Zm00001d045519
Zm00001d053595	Zm00001d033805
Zm00001d053595	Zm00001d020697
Zm00001d053595	Zm00001d020736
Zm00001d053595	Zm00001d011687
Zm00001d053595	Zm00001d042724
Zm00001d053595	Zm00001d016590
Zm00001d053595	Zm00001d012731
Zm00001d053595	Zm00001d039108
Zm00001d053595	Zm00001d018107
Zm00001d053595	Zm00001d043938
Zm00001d053595	Zm00001d022342
Zm00001d053595	Zm00001d022275
Zm00001d053595	Zm00001d038299
Zm00001d053595	Zm00001d002607
Zm00001d053595	Zm00001d023615
Zm00001d053595	Zm00001d020969
Zm00001d053595	Zm00001d005804
Zm00001d053595	Zm00001d026490
Zm00001d053595	Zm00001d017168
Zm00001d053595	Zm00001d039280
Zm00001d053595	Zm00001d010975
Zm00001d053595	Zm00001d017036
Zm00001d053595	Zm00001d002801
Zm00001d053595	Zm00001d019311
Zm00001d053595	Zm00001d021221
Zm00001d053595	Zm00001d018474
Zm00001d053595	Zm00001d012488
Zm00001d053595	Zm00001d047598
Zm00001d053595	Zm00001d016655
Zm00001d053595	Zm00001d017720
Zm00001d053595	Zm00001d038862
Zm00001d053595	Zm00001d043932
Zm00001d053595	Zm00001d022295
Zm00001d053595	Zm00001d043420
Zm00001d053595	Zm00001d032621
Zm00001d053595	Zm00001d032072
Zm00001d053595	Zm00001d015092
Zm00001d053595	Zm00001d052343
Zm00001d053595	Zm00001d038262
Zm00001d053595	Zm00001d006193
Zm00001d053595	Zm00001d018080
Zm00001d053595	Zm00001d046925
Zm00001d053595	Zm00001d033705
Zm00001d053595	Zm00001d049884
Zm00001d053595	Zm00001d053004
Zm00001d053595	Zm00001d044040
Zm00001d053595	Zm00001d043196
Zm00001d053595	Zm00001d039727
Zm00001d053595	Zm00001d048461
Zm00001d053595	Zm00001d040621
Zm00001d053595	Zm00001d015724
Zm00001d053595	Zm00001d047757
Zm00001d053595	Zm00001d047053
Zm00001d053595	Zm00001d037811
Zm00001d053595	Zm00001d042279
Zm00001d053595	Zm00001d044193
Zm00001d053595	Zm00001d023313
Zm00001d053595	Zm00001d042886
Zm00001d053595	Zm00001d000143
Zm00001d053595	Zm00001d051589
Zm00001d053595	Zm00001d028576
Zm00001d053595	Zm00001d026129
Zm00001d053595	Zm00001d015260
Zm00001d053595	Zm00001d013654
Zm00001d053595	Zm00001d034298
Zm00001d053595	Zm00001d005917
Zm00001d053595	Zm00001d000238
Zm00001d053595	Zm00001d038930
Zm00001d053595	Zm00001d046655
Zm00001d053595	Zm00001d045517
Zm00001d053595	Zm00001d034240
Zm00001d053595	Zm00001d035400
Zm00001d053595	Zm00001d011842
Zm00001d053595	Zm00001d001879
Zm00001d053595	Zm00001d031732
Zm00001d053595	Zm00001d006010
Zm00001d053595	Zm00001d032961
Zm00001d053595	Zm00001d026036
Zm00001d053595	Zm00001d047539
Zm00001d053595	Zm00001d026540
Zm00001d053595	Zm00001d040611
Zm00001d053595	Zm00001d051509
Zm00001d053595	Zm00001d049380
Zm00001d053595	Zm00001d015231
Zm00001d053595	Zm00001d004340
Zm00001d053595	Zm00001d017454
Zm00001d053595	Zm00001d038192
Zm00001d053595	Zm00001d035965
Zm00001d053595	Zm00001d044812
Zm00001d053595	Zm00001d014669
Zm00001d053595	Zm00001d031182
Zm00001d053595	Zm00001d045206
Zm00001d053595	Zm00001d007465
Zm00001d053595	Zm00001d023579
Zm00001d053595	Zm00001d049554
Zm00001d053595	Zm00001d018829
Zm00001d053595	Zm00001d026663
Zm00001d053595	Zm00001d020008
Zm00001d053595	Zm00001d021850
Zm00001d053595	Zm00001d021299
Zm00001d053595	Zm00001d047472
Zm00001d053595	Zm00001d034386
Zm00001d053595	Zm00001d024828
Zm00001d053595	Zm00001d017677
Zm00001d053595	Zm00001d028243
Zm00001d053595	Zm00001d003181
Zm00001d053595	Zm00001d034770
Zm00001d053595	Zm00001d052340
Zm00001d053595	Zm00001d002599
Zm00001d053595	Zm00001d040026
Zm00001d053595	Zm00001d020461
Zm00001d053595	Zm00001d048561
Zm00001d053595	Zm00001d021231
Zm00001d053595	Zm00001d039631
Zm00001d053595	Zm00001d038195
Zm00001d053595	Zm00001d046690
Zm00001d053595	Zm00001d002939
Zm00001d053595	Zm00001d005897
Zm00001d053595	Zm00001d034160
Zm00001d053595	Zm00001d051759
Zm00001d053595	Zm00001d005823
Zm00001d053595	Zm00001d052137
Zm00001d053595	Zm00001d048343
Zm00001d053595	Zm00001d008700
Zm00001d053595	Zm00001d042809
Zm00001d053595	Zm00001d005818
Zm00001d053595	Zm00001d038065
Zm00001d053595	Zm00001d031837
Zm00001d053595	Zm00001d044301
Zm00001d053595	Zm00001d034501
Zm00001d053595	Zm00001d041416
Zm00001d053595	Zm00001d039650
Zm00001d053595	Zm00001d033058
Zm00001d053595	Zm00001d002396
Zm00001d053595	Zm00001d002668
Zm00001d053595	Zm00001d018775
Zm00001d053595	Zm00001d021304
Zm00001d053595	Zm00001d041215
Zm00001d053595	Zm00001d048522
Zm00001d053595	Zm00001d049166
Zm00001d053595	Zm00001d014341
Zm00001d053595	Zm00001d042864
Zm00001d053595	Zm00001d011242
Zm00001d053595	Zm00001d003659
Zm00001d053595	Zm00001d017850
Zm00001d053595	Zm00001d002064
Zm00001d053595	Zm00001d018421
Zm00001d053595	Zm00001d012401
Zm00001d053595	Zm00001d011757
Zm00001d053595	Zm00001d017377
Zm00001d053595	Zm00001d003108
Zm00001d053595	Zm00001d031329
Zm00001d053595	Zm00001d037828
Zm00001d053595	Zm00001d036735
Zm00001d053595	Zm00001d052442
Zm00001d053595	Zm00001d010907
Zm00001d053595	Zm00001d020629
Zm00001d053595	Zm00001d006420
Zm00001d053595	Zm00001d043233
Zm00001d053595	Zm00001d042490
Zm00001d053595	Zm00001d044212
Zm00001d053595	Zm00001d039770
Zm00001d053595	Zm00001d006110
Zm00001d053595	Zm00001d038348
Zm00001d053595	Zm00001d047840
Zm00001d053595	Zm00001d003598
Zm00001d053595	Zm00001d014422
Zm00001d053595	Zm00001d033905
Zm00001d053595	Zm00001d017833
Zm00001d053595	Zm00001d048165
Zm00001d053595	Zm00001d034356
Zm00001d053595	Zm00001d027335
Zm00001d053595	Zm00001d043252
Zm00001d053595	Zm00001d027411
Zm00001d053595	Zm00001d044096
Zm00001d053595	Zm00001d037297
Zm00001d053595	Zm00001d045492
Zm00001d053595	Zm00001d036992
Zm00001d053595	Zm00001d026300
Zm00001d053595	Zm00001d003648
Zm00001d053595	Zm00001d053732
Zm00001d053595	Zm00001d034663
Zm00001d053595	Zm00001d027463
Zm00001d053595	Zm00001d002093
Zm00001d053595	Zm00001d017925
Zm00001d053595	Zm00001d006753
Zm00001d053595	Zm00001d051981
Zm00001d053595	Zm00001d016461
Zm00001d053595	Zm00001d020861
Zm00001d053595	Zm00001d025091
Zm00001d053595	Zm00001d016185
Zm00001d053595	Zm00001d014613
Zm00001d053595	Zm00001d020512
Zm00001d053595	Zm00001d010421
Zm00001d053595	Zm00001d034876
Zm00001d053595	Zm00001d013409
Zm00001d053595	Zm00001d038698
Zm00001d053595	Zm00001d031416
Zm00001d053595	Zm00001d005954
Zm00001d053595	Zm00001d004868
Zm00001d053595	Zm00001d035875
Zm00001d053595	Zm00001d039267
Zm00001d053595	Zm00001d038147
Zm00001d053595	Zm00001d025994
Zm00001d053595	Zm00001d021365
Zm00001d053595	Zm00001d021370
Zm00001d053595	Zm00001d034049
Zm00001d053595	Zm00001d022069
Zm00001d053595	Zm00001d018883
Zm00001d053595	Zm00001d037691
Zm00001d053595	Zm00001d015300
Zm00001d053595	Zm00001d037909
