GRMZM2G039588	rep1_MACS_peak_1223,rep2_MACS_peak_2290,rep2_MACS_peak_2291,rep1_MACS_peak_1224	yes
GRMZM2G054418	rep2_MACS_peak_2010,rep1_MACS_peak_1085	yes
GRMZM2G122437	rep2_MACS_peak_1856,rep1_MACS_peak_1009	yes
GRMZM2G155281	rep1_MACS_peak_1526,rep2_MACS_peak_2838,rep1_MACS_peak_1527,rep2_MACS_peak_2840	yes
GRMZM2G393433	rep2_MACS_peak_6404,rep1_MACS_peak_3324,rep1_MACS_peak_3325,rep2_MACS_peak_6405	yes
GRMZM5G832491	rep2_MACS_peak_4092,rep1_MACS_peak_2144,rep1_MACS_peak_2145,rep2_MACS_peak_4093,rep1_MACS_peak_2146,rep2_MACS_peak_4094	yes
GRMZM2G079613	rep1_MACS_peak_3593,rep2_MACS_peak_6932	yes
GRMZM2G111579	rep1_MACS_peak_3332,rep2_MACS_peak_6416	yes
GRMZM2G142019	rep2_MACS_peak_1636,rep1_MACS_peak_896	yes
GRMZM2G324705	rep2_MACS_peak_4244,rep1_MACS_peak_2219	yes
GRMZM2G156068	rep2_MACS_peak_4877,rep1_MACS_peak_2518	yes
GRMZM2G139324	rep1_MACS_peak_383,rep2_MACS_peak_729	yes
GRMZM2G306345	rep1_MACS_peak_3505,rep2_MACS_peak_6775	yes
GRMZM2G130354	rep2_MACS_peak_4375,rep1_MACS_peak_2279,rep1_MACS_peak_2280,rep2_MACS_peak_4376	yes
GRMZM2G142802	rep2_MACS_peak_2219,rep1_MACS_peak_1189	yes
GRMZM2G177621	rep2_MACS_peak_1772,rep1_MACS_peak_964	yes
GRMZM2G170934	rep2_MACS_peak_3429,rep1_MACS_peak_1829	yes
GRMZM2G033526	rep1_MACS_peak_346,rep2_MACS_peak_645	yes
GRMZM2G123972	rep2_MACS_peak_3093,rep1_MACS_peak_1660	yes
GRMZM2G102499	rep2_MACS_peak_2700,rep1_MACS_peak_1441,rep2_MACS_peak_2701,rep1_MACS_peak_1442	yes
GRMZM2G106413	rep2_MACS_peak_2351,rep1_MACS_peak_1261,rep1_MACS_peak_1262,rep2_MACS_peak_2352	yes
GRMZM2G114998	rep1_MACS_peak_2498,rep2_MACS_peak_4825,rep2_MACS_peak_4827,rep1_MACS_peak_2499	yes
GRMZM2G392918	rep1_MACS_peak_3527,rep2_MACS_peak_6820	yes
GRMZM2G452178	rep1_MACS_peak_1838,rep2_MACS_peak_3443	yes
GRMZM2G034572	rep1_MACS_peak_1839,rep2_MACS_peak_3447	yes
GRMZM2G128179	rep1_MACS_peak_1338,rep2_MACS_peak_2498	yes
GRMZM2G085964	rep1_MACS_peak_3483,rep2_MACS_peak_6735	yes
GRMZM2G178839	rep1_MACS_peak_4018,rep2_MACS_peak_7810,rep2_MACS_peak_7811,rep1_MACS_peak_4019	yes
GRMZM5G852502	rep1_MACS_peak_2083,rep2_MACS_peak_3946	yes
GRMZM2G116658	rep1_MACS_peak_3922,rep2_MACS_peak_7592,rep2_MACS_peak_7593,rep1_MACS_peak_3923	yes
GRMZM2G089713	rep1_MACS_peak_4631,rep2_MACS_peak_9002	yes
GRMZM2G036262	rep1_MACS_peak_1254,rep2_MACS_peak_2341,rep1_MACS_peak_1255,rep2_MACS_peak_2342	yes
GRMZM2G119850	rep2_MACS_peak_487,rep1_MACS_peak_249,rep2_MACS_peak_488,rep1_MACS_peak_250,rep2_MACS_peak_489,rep1_MACS_peak_251	yes
AC204212.4_FG001	rep2_MACS_peak_6166,rep1_MACS_peak_3202	yes
AC210003.2_FG004	rep2_MACS_peak_2292,rep1_MACS_peak_1225,rep2_MACS_peak_2293,rep1_MACS_peak_1226	yes
GRMZM2G073814	rep2_MACS_peak_976,rep1_MACS_peak_514	yes
GRMZM2G174598	rep2_MACS_peak_5220,rep1_MACS_peak_2695	yes
GRMZM2G441656	rep1_MACS_peak_3452,rep2_MACS_peak_6677	yes
GRMZM2G310368	rep1_MACS_peak_2191,rep2_MACS_peak_4190,rep2_MACS_peak_4191,rep1_MACS_peak_2193,rep2_MACS_peak_4192,rep1_MACS_peak_2194	yes
GRMZM2G083935	rep1_MACS_peak_1547,rep2_MACS_peak_2876	yes
GRMZM2G115357	rep2_MACS_peak_7156,rep1_MACS_peak_3697	yes
GRMZM2G078077	rep2_MACS_peak_4791,rep1_MACS_peak_2487	yes
GRMZM2G033283	rep1_MACS_peak_4172,rep2_MACS_peak_8133	yes
GRMZM2G089619	rep1_MACS_peak_1471,rep2_MACS_peak_2751	yes
GRMZM5G809695	rep2_MACS_peak_6591,rep1_MACS_peak_3411	yes
GRMZM2G007791	rep1_MACS_peak_1281,rep2_MACS_peak_2390	yes
GRMZM2G470756	rep1_MACS_peak_3085,rep2_MACS_peak_5945,rep1_MACS_peak_3086,rep2_MACS_peak_5946	yes
GRMZM5G856738	rep2_MACS_peak_4395,rep1_MACS_peak_2288	yes
GRMZM2G414537	rep1_MACS_peak_1443,rep2_MACS_peak_2702	yes
GRMZM2G024517	rep1_MACS_peak_1314,rep2_MACS_peak_2453	yes
GRMZM2G003927	rep2_MACS_peak_7361,rep1_MACS_peak_3805	yes
GRMZM2G030784	rep1_MACS_peak_1913,rep2_MACS_peak_3576	yes
GRMZM2G025154	rep1_MACS_peak_2351,rep2_MACS_peak_4539	yes
GRMZM2G061758	rep2_MACS_peak_3633,rep1_MACS_peak_1941,rep2_MACS_peak_3634,rep1_MACS_peak_1942	yes
GRMZM2G159427	rep1_MACS_peak_26,rep2_MACS_peak_53	yes
GRMZM2G304926	rep1_MACS_peak_384,rep2_MACS_peak_732,rep1_MACS_peak_385,rep2_MACS_peak_733,rep1_MACS_peak_386,rep2_MACS_peak_734	yes
AC217050.4_FG001	rep2_MACS_peak_1013,rep1_MACS_peak_534	yes
GRMZM2G163724	rep1_MACS_peak_1596,rep2_MACS_peak_2968	yes
GRMZM2G072274	rep1_MACS_peak_4667,rep2_MACS_peak_9052	yes
GRMZM5G874163	rep1_MACS_peak_4588,rep2_MACS_peak_8917,rep1_MACS_peak_4589,rep2_MACS_peak_8918	yes
GRMZM2G068244	rep2_MACS_peak_1524,rep1_MACS_peak_823,rep1_MACS_peak_824,rep2_MACS_peak_1525	yes
GRMZM5G824405	rep1_MACS_peak_213,rep2_MACS_peak_427	yes
GRMZM2G159500	rep2_MACS_peak_9416,rep1_MACS_peak_4884	yes
GRMZM2G171702	rep2_MACS_peak_5040,rep1_MACS_peak_2598	yes
GRMZM2G059363	rep2_MACS_peak_5799,rep1_MACS_peak_3015	yes
GRMZM2G076049	rep1_MACS_peak_3220,rep2_MACS_peak_6204	yes
GRMZM2G036134	rep1_MACS_peak_4067,rep2_MACS_peak_7921	yes
GRMZM2G067053	rep1_MACS_peak_4634,rep2_MACS_peak_9012	yes
GRMZM5G897473	rep1_MACS_peak_3940,rep2_MACS_peak_7640,rep2_MACS_peak_7642,rep1_MACS_peak_3941,rep2_MACS_peak_7643,rep1_MACS_peak_3942	no
GRMZM2G041770	rep2_MACS_peak_1280,rep1_MACS_peak_678	no
GRMZM2G154029	rep2_MACS_peak_9362,rep1_MACS_peak_4850	no
GRMZM2G140758	rep2_MACS_peak_7986,rep1_MACS_peak_4095	no
GRMZM2G147399	rep1_MACS_peak_4664,rep2_MACS_peak_9049,rep2_MACS_peak_9050,rep1_MACS_peak_4665	no
GRMZM2G071021	rep1_MACS_peak_2300,rep2_MACS_peak_4428	no
GRMZM2G122231	rep2_MACS_peak_6322,rep1_MACS_peak_3289	no
GRMZM2G003752	rep1_MACS_peak_1333,rep2_MACS_peak_2488	no
GRMZM2G177928	rep2_MACS_peak_1356,rep1_MACS_peak_726	no
GRMZM2G071147	rep2_MACS_peak_7576,rep1_MACS_peak_3915	no
GRMZM2G078274	rep2_MACS_peak_2262,rep1_MACS_peak_1211,rep2_MACS_peak_2263,rep1_MACS_peak_1212,rep1_MACS_peak_1214,rep2_MACS_peak_2266	no
GRMZM2G311665	rep1_MACS_peak_4083,rep2_MACS_peak_7955	no
GRMZM2G020940	rep2_MACS_peak_477,rep1_MACS_peak_245	no
GRMZM2G025783	rep2_MACS_peak_3370,rep1_MACS_peak_1805	no
GRMZM2G369742	rep2_MACS_peak_2771,rep1_MACS_peak_1486	no
GRMZM2G354373	rep1_MACS_peak_2425,rep2_MACS_peak_4677	no
GRMZM2G060255	rep1_MACS_peak_2124,rep2_MACS_peak_4043,rep1_MACS_peak_2125,rep2_MACS_peak_4045	no
GRMZM2G152417	rep2_MACS_peak_9447,rep1_MACS_peak_4911	no
GRMZM2G017643	rep1_MACS_peak_1481,rep2_MACS_peak_2762	no
GRMZM2G068117	rep2_MACS_peak_1521,rep1_MACS_peak_821,rep2_MACS_peak_1522,rep1_MACS_peak_822,rep2_MACS_peak_1524,rep1_MACS_peak_823,rep1_MACS_peak_824,rep2_MACS_peak_1525	no
GRMZM2G114675	rep2_MACS_peak_5880,rep1_MACS_peak_3052	no
GRMZM2G154641	rep1_MACS_peak_2154,rep2_MACS_peak_4105,rep1_MACS_peak_2155,rep2_MACS_peak_4106	no
GRMZM2G028041	rep1_MACS_peak_3672,rep2_MACS_peak_7105,rep2_MACS_peak_7106,rep1_MACS_peak_3674	no
GRMZM2G134176	rep2_MACS_peak_8715,rep1_MACS_peak_4481	no
GRMZM2G502560	rep1_MACS_peak_2018,rep2_MACS_peak_3803	no
GRMZM2G319187	rep2_MACS_peak_8689,rep1_MACS_peak_4464	no
GRMZM2G105863	rep1_MACS_peak_2218,rep2_MACS_peak_4242	no
AC207890.3_FG002	rep1_MACS_peak_2447,rep2_MACS_peak_4715	no
GRMZM2G078472	rep2_MACS_peak_9459,rep1_MACS_peak_4918,rep2_MACS_peak_9460,rep1_MACS_peak_4919	no
GRMZM2G012891	rep1_MACS_peak_3911,rep2_MACS_peak_7568	no
GRMZM2G117854	rep2_MACS_peak_6915,rep1_MACS_peak_3584	no
GRMZM2G147687	rep1_MACS_peak_725,rep2_MACS_peak_1353	no
GRMZM2G305115	rep1_MACS_peak_3594,rep2_MACS_peak_6933	no
GRMZM2G151044	rep2_MACS_peak_5013,rep1_MACS_peak_2581,rep1_MACS_peak_2582,rep2_MACS_peak_5014	no
GRMZM2G007160	rep2_MACS_peak_4006,rep1_MACS_peak_2107,rep2_MACS_peak_4007,rep1_MACS_peak_2108	no
GRMZM5G814279	rep2_MACS_peak_8973,rep1_MACS_peak_4614	no
GRMZM2G034876	rep2_MACS_peak_6158,rep1_MACS_peak_3197,rep1_MACS_peak_3198,rep2_MACS_peak_6159	no
GRMZM2G112176	rep1_MACS_peak_1528,rep2_MACS_peak_2842	no
GRMZM2G030882	rep1_MACS_peak_5007,rep2_MACS_peak_9615	no
GRMZM2G070442	rep2_MACS_peak_255,rep1_MACS_peak_118,rep1_MACS_peak_119,rep2_MACS_peak_256,rep1_MACS_peak_120,rep2_MACS_peak_257,rep2_MACS_peak_258,rep1_MACS_peak_122	no
GRMZM2G303044	rep1_MACS_peak_1874,rep2_MACS_peak_3504	no
GRMZM2G057251	rep1_MACS_peak_3624,rep2_MACS_peak_7004	no
GRMZM2G009544	rep1_MACS_peak_680,rep2_MACS_peak_1284	no
GRMZM2G016923	rep2_MACS_peak_5213,rep1_MACS_peak_2690	no
GRMZM2G025685	rep2_MACS_peak_7907,rep1_MACS_peak_4059,rep1_MACS_peak_4060,rep2_MACS_peak_7908	no
GRMZM5G812555	rep2_MACS_peak_6231,rep1_MACS_peak_3233	no
GRMZM2G446050	rep2_MACS_peak_3149,rep1_MACS_peak_1686,rep1_MACS_peak_1687,rep2_MACS_peak_3150	no
GRMZM2G171365	rep1_MACS_peak_5012,rep2_MACS_peak_9626	no
GRMZM2G181219	rep2_MACS_peak_7828,rep1_MACS_peak_4026	no
GRMZM2G149422	rep2_MACS_peak_5001,rep1_MACS_peak_2574,rep1_MACS_peak_2576,rep2_MACS_peak_5002	no
GRMZM2G069405	rep2_MACS_peak_7846,rep1_MACS_peak_4032	no
GRMZM2G017329	rep2_MACS_peak_8030,rep1_MACS_peak_4121	no
GRMZM2G121495	rep2_MACS_peak_5235,rep1_MACS_peak_2701	no
GRMZM2G116079	rep1_MACS_peak_2708,rep2_MACS_peak_5242,rep2_MACS_peak_5243,rep1_MACS_peak_2709	no
GRMZM2G151955	rep2_MACS_peak_985,rep1_MACS_peak_521	no
GRMZM2G103873	rep2_MACS_peak_250,rep1_MACS_peak_116	no
GRMZM5G890190	rep1_MACS_peak_3976,rep2_MACS_peak_7718	no
GRMZM2G068590	rep2_MACS_peak_2794,rep1_MACS_peak_1498,rep2_MACS_peak_2795,rep1_MACS_peak_1499,rep1_MACS_peak_1500,rep2_MACS_peak_2796,rep1_MACS_peak_1501,rep2_MACS_peak_2797	no
GRMZM2G075562	rep2_MACS_peak_6192,rep1_MACS_peak_3210	no
GRMZM2G017187	rep1_MACS_peak_1461,rep2_MACS_peak_2738,rep2_MACS_peak_2739,rep1_MACS_peak_1462	no
GRMZM2G401331	rep2_MACS_peak_1306,rep1_MACS_peak_696	no
GRMZM2G169871	rep1_MACS_peak_2735,rep2_MACS_peak_5290	no
GRMZM2G104357	rep1_MACS_peak_2717,rep2_MACS_peak_5252	no
GRMZM2G081652	rep1_MACS_peak_2126,rep2_MACS_peak_4048	no
GRMZM2G022213	rep2_MACS_peak_3263,rep1_MACS_peak_1748,rep2_MACS_peak_3266,rep1_MACS_peak_1750,rep2_MACS_peak_3267,rep1_MACS_peak_1752	no
GRMZM2G065021	rep1_MACS_peak_2490,rep2_MACS_peak_4800	no
GRMZM2G131907	rep2_MACS_peak_750,rep1_MACS_peak_394	no
GRMZM2G432128	rep2_MACS_peak_8575,rep1_MACS_peak_4419	no
GRMZM2G163975	rep2_MACS_peak_3668,rep1_MACS_peak_1958	no
GRMZM2G070659	rep1_MACS_peak_3651,rep2_MACS_peak_7068	no
GRMZM2G109566	rep2_MACS_peak_85,rep1_MACS_peak_38	no
GRMZM2G017349	rep1_MACS_peak_4651,rep2_MACS_peak_9029	no
GRMZM2G100641	rep1_MACS_peak_3539,rep2_MACS_peak_6837,rep2_MACS_peak_6838,rep1_MACS_peak_3541	no
GRMZM2G077776	rep1_MACS_peak_4459,rep2_MACS_peak_8681,rep1_MACS_peak_4460,rep2_MACS_peak_8682	no
GRMZM2G085189	rep1_MACS_peak_757,rep2_MACS_peak_1402	no
GRMZM5G898684	rep1_MACS_peak_1772,rep2_MACS_peak_3305	no
GRMZM2G141636	rep2_MACS_peak_132,rep1_MACS_peak_56	no
GRMZM2G319130	rep2_MACS_peak_8689,rep1_MACS_peak_4464	no
GRMZM2G128212	rep2_MACS_peak_7433,rep1_MACS_peak_3850	no
AC191042.4_FG001	rep2_MACS_peak_572,rep1_MACS_peak_307	no
GRMZM2G119426	rep2_MACS_peak_5294,rep1_MACS_peak_2738	no
GRMZM2G110242	rep1_MACS_peak_1619,rep2_MACS_peak_3027	no
GRMZM2G131733	rep2_MACS_peak_6828,rep1_MACS_peak_3534	no
GRMZM2G109140	rep2_MACS_peak_5000,rep1_MACS_peak_2573	no
GRMZM2G319281	rep2_MACS_peak_1222,rep1_MACS_peak_642	no
GRMZM2G083253	rep2_MACS_peak_2628,rep1_MACS_peak_1404	no
GRMZM2G028039	rep1_MACS_peak_4980,rep2_MACS_peak_9564	no
GRMZM2G356817	rep1_MACS_peak_854,rep2_MACS_peak_1574	no
GRMZM2G307588	rep2_MACS_peak_7540,rep1_MACS_peak_3898	no
GRMZM2G178014	rep2_MACS_peak_1775,rep1_MACS_peak_966,rep1_MACS_peak_967,rep2_MACS_peak_1776	no
GRMZM2G036596	rep1_MACS_peak_4071,rep2_MACS_peak_7934	no
GRMZM2G175499	rep1_MACS_peak_2424,rep2_MACS_peak_4675	no
GRMZM2G405567	rep1_MACS_peak_3243,rep2_MACS_peak_6243,rep2_MACS_peak_6244,rep1_MACS_peak_3244	no
GRMZM2G019974	rep1_MACS_peak_3985,rep2_MACS_peak_7739	no
GRMZM2G469469	rep2_MACS_peak_3429,rep1_MACS_peak_1829	no
GRMZM2G062245	rep2_MACS_peak_3633,rep1_MACS_peak_1941,rep2_MACS_peak_3634,rep1_MACS_peak_1942	no
GRMZM2G013176	rep2_MACS_peak_3600,rep1_MACS_peak_1918,rep2_MACS_peak_3601,rep1_MACS_peak_1919	no
GRMZM2G038636	rep2_MACS_peak_7428,rep1_MACS_peak_3846	no
AC197717.3_FG002	rep1_MACS_peak_4967,rep2_MACS_peak_9543	no
GRMZM2G156861	rep1_MACS_peak_2100,rep2_MACS_peak_3994	no
GRMZM2G379005	rep1_MACS_peak_2541,rep2_MACS_peak_4939	no
GRMZM2G047368	rep2_MACS_peak_7222,rep1_MACS_peak_3732	no
GRMZM2G162486	rep1_MACS_peak_4925,rep2_MACS_peak_9470	no
GRMZM2G179336	rep2_MACS_peak_9483,rep1_MACS_peak_4935	no
GRMZM5G800598	rep1_MACS_peak_3309,rep2_MACS_peak_6367	no
GRMZM2G028110	rep1_MACS_peak_3448,rep2_MACS_peak_6672	no
GRMZM2G022318	rep2_MACS_peak_1588,rep1_MACS_peak_866,rep2_MACS_peak_1589,rep1_MACS_peak_868	no
GRMZM2G018103	rep1_MACS_peak_3293,rep2_MACS_peak_6327	no
GRMZM2G092125	rep1_MACS_peak_1599,rep2_MACS_peak_2978	no
GRMZM2G117614	rep2_MACS_peak_5097,rep1_MACS_peak_2626	no
GRMZM2G023239	rep1_MACS_peak_1248,rep2_MACS_peak_2329	no
GRMZM2G147256	rep1_MACS_peak_1396,rep2_MACS_peak_2611	no
GRMZM2G178797	rep2_MACS_peak_6848,rep1_MACS_peak_3547	no
GRMZM2G036092	rep2_MACS_peak_6248,rep1_MACS_peak_3248	no
GRMZM2G086920	rep1_MACS_peak_1231,rep2_MACS_peak_2302	no
GRMZM2G143450	rep2_MACS_peak_9540,rep1_MACS_peak_4966	no
GRMZM2G139963	rep1_MACS_peak_73,rep2_MACS_peak_162,rep1_MACS_peak_74,rep2_MACS_peak_163,rep1_MACS_peak_75,rep2_MACS_peak_164	no
GRMZM2G114775	rep1_MACS_peak_829,rep2_MACS_peak_1542	no
GRMZM2G166944	rep1_MACS_peak_2935,rep2_MACS_peak_5642	no
GRMZM2G130085	rep1_MACS_peak_1444,rep2_MACS_peak_2705	no
GRMZM2G125527	rep2_MACS_peak_3228,rep1_MACS_peak_1735	no
GRMZM2G092669	rep1_MACS_peak_4001,rep2_MACS_peak_7776	no
GRMZM2G359331	rep1_MACS_peak_1309,rep2_MACS_peak_2442	no
GRMZM2G023110	rep1_MACS_peak_681,rep2_MACS_peak_1285	no
GRMZM2G152891	rep1_MACS_peak_233,rep2_MACS_peak_462,rep1_MACS_peak_234,rep2_MACS_peak_463	no
GRMZM2G116185	rep1_MACS_peak_3237,rep2_MACS_peak_6234	no
GRMZM2G069218	rep1_MACS_peak_783,rep2_MACS_peak_1447	no
GRMZM2G474685	rep2_MACS_peak_1483,rep1_MACS_peak_803	no
GRMZM2G055180	rep2_MACS_peak_2545,rep1_MACS_peak_1362	no
GRMZM2G105844	rep1_MACS_peak_3243,rep2_MACS_peak_6243,rep2_MACS_peak_6244,rep1_MACS_peak_3244	no
GRMZM2G370048	rep1_MACS_peak_4534,rep2_MACS_peak_8834	no
GRMZM2G362131	rep2_MACS_peak_7353,rep1_MACS_peak_3803	no
GRMZM2G038309	rep2_MACS_peak_4001,rep1_MACS_peak_2104	no
GRMZM5G898768	rep2_MACS_peak_7866,rep1_MACS_peak_4040	no
GRMZM2G108865	rep1_MACS_peak_751,rep2_MACS_peak_1393	no
GRMZM2G047384	rep1_MACS_peak_2187,rep2_MACS_peak_4186,rep2_MACS_peak_4187,rep1_MACS_peak_2188	no
GRMZM2G172657	rep2_MACS_peak_7817,rep1_MACS_peak_4022	no
GRMZM2G106445	rep2_MACS_peak_2351,rep1_MACS_peak_1261,rep1_MACS_peak_1262,rep2_MACS_peak_2352	no
GRMZM2G065066	rep2_MACS_peak_714,rep1_MACS_peak_377	no
GRMZM2G010871	rep1_MACS_peak_589,rep2_MACS_peak_1127	no
GRMZM2G147450	rep2_MACS_peak_6171,rep1_MACS_peak_3205	no
GRMZM2G035150	rep2_MACS_peak_5302,rep1_MACS_peak_2744	no
GRMZM2G061156	rep1_MACS_peak_3999,rep2_MACS_peak_7774	no
GRMZM2G035068	rep2_MACS_peak_5158,rep1_MACS_peak_2662	no
GRMZM2G077278	rep2_MACS_peak_6956,rep1_MACS_peak_3607	no
GRMZM5G831025	rep2_MACS_peak_6679,rep1_MACS_peak_3454,rep1_MACS_peak_3455,rep2_MACS_peak_6680,rep1_MACS_peak_3456,rep2_MACS_peak_6682	no
GRMZM2G005170	rep2_MACS_peak_8704,rep1_MACS_peak_4472	no
GRMZM2G077752	rep2_MACS_peak_8684,rep1_MACS_peak_4461	no
GRMZM2G130333	rep2_MACS_peak_4375,rep1_MACS_peak_2279,rep1_MACS_peak_2280,rep2_MACS_peak_4376	no
GRMZM2G084005	rep1_MACS_peak_920,rep2_MACS_peak_1678	no
GRMZM2G155593	rep2_MACS_peak_2754,rep1_MACS_peak_1476	no
GRMZM2G014187	rep2_MACS_peak_2460,rep1_MACS_peak_1318,rep2_MACS_peak_2462,rep1_MACS_peak_1319	no
GRMZM2G121309	rep1_MACS_peak_3064,rep2_MACS_peak_5906	no
GRMZM2G003883	rep1_MACS_peak_1974,rep2_MACS_peak_3703	no
GRMZM2G092817	rep2_MACS_peak_8774,rep1_MACS_peak_4507,rep1_MACS_peak_4508,rep2_MACS_peak_8775	no
GRMZM2G333049	rep1_MACS_peak_4809,rep2_MACS_peak_9308	no
GRMZM2G022629	rep1_MACS_peak_2014,rep2_MACS_peak_3799	no
GRMZM2G141535	rep2_MACS_peak_1450,rep1_MACS_peak_784	no
GRMZM2G168651	rep2_MACS_peak_2766,rep1_MACS_peak_1483,rep2_MACS_peak_2767,rep1_MACS_peak_1484,rep1_MACS_peak_1485,rep2_MACS_peak_2768	no
GRMZM2G103773	rep1_MACS_peak_611,rep2_MACS_peak_1163	no
GRMZM2G108996	rep1_MACS_peak_3195,rep2_MACS_peak_6155,rep1_MACS_peak_3196,rep2_MACS_peak_6156	no
GRMZM2G154078	rep2_MACS_peak_3707,rep1_MACS_peak_1976	no
GRMZM2G105348	rep1_MACS_peak_3061,rep2_MACS_peak_5895	no
GRMZM2G171435	rep2_MACS_peak_5358,rep1_MACS_peak_2774	no
GRMZM2G481755	rep2_MACS_peak_6116,rep1_MACS_peak_3177	no
GRMZM2G092718	rep1_MACS_peak_5015,rep2_MACS_peak_9638	no
GRMZM2G030263	rep2_MACS_peak_7154,rep1_MACS_peak_3695	no
GRMZM2G114899	rep2_MACS_peak_1548,rep1_MACS_peak_834	no
GRMZM2G420571	rep2_MACS_peak_4919,rep1_MACS_peak_2535,rep1_MACS_peak_2536,rep2_MACS_peak_4920	no
GRMZM2G061672	rep1_MACS_peak_1222,rep2_MACS_peak_2286	no
GRMZM2G106363	rep1_MACS_peak_2669,rep2_MACS_peak_5169	no
GRMZM2G070239	rep2_MACS_peak_4954,rep1_MACS_peak_2548	no
GRMZM2G420469	rep1_MACS_peak_3143,rep2_MACS_peak_6056	no
GRMZM2G061099	rep1_MACS_peak_327,rep2_MACS_peak_603	no
GRMZM2G013448	rep1_MACS_peak_4387,rep2_MACS_peak_8519	no
GRMZM2G140739	rep1_MACS_peak_3204,rep2_MACS_peak_6170	no
GRMZM2G043584	rep2_MACS_peak_304,rep1_MACS_peak_148	no
GRMZM2G111136	rep2_MACS_peak_5786,rep1_MACS_peak_3008	no
GRMZM2G031637	rep2_MACS_peak_9440,rep1_MACS_peak_4904,rep1_MACS_peak_4905,rep2_MACS_peak_9442	no
GRMZM2G079957	rep2_MACS_peak_770,rep1_MACS_peak_405	no
GRMZM2G038401	rep2_MACS_peak_8405,rep1_MACS_peak_4317	no
GRMZM2G160964	rep1_MACS_peak_4621,rep2_MACS_peak_8985,rep1_MACS_peak_4622,rep2_MACS_peak_8986	no
GRMZM2G087741	rep2_MACS_peak_3733,rep1_MACS_peak_1987	no
GRMZM2G031545	rep1_MACS_peak_4039,rep2_MACS_peak_7863	no
GRMZM2G103647	rep2_MACS_peak_9296,rep1_MACS_peak_4803	no
GRMZM2G024571	rep1_MACS_peak_4963,rep2_MACS_peak_9537,rep2_MACS_peak_9538,rep1_MACS_peak_4964	no
GRMZM2G301536	rep1_MACS_peak_3912,rep2_MACS_peak_7572	no
GRMZM2G121573	rep1_MACS_peak_4045,rep2_MACS_peak_7874	no
